hours,riverflow,demand,windspeed,windspeed hub height,Power,windfactor,direct,diffuse,temperature,Irradiance,panel_efficiency,efficiency,area_usage,performance_ratio,kW/m²,PV_factor
7773,4249634.663,0.000122192,4.092,4.8,387.6,7.17318E-05,0,0,25.745,0,0.95,0.21,0.33,0.85,0,0
7774,4249634.663,0.000110493,3.517,4.1,216.4,4.00484E-05,0,0,25.447,0,0.95,0.21,0.33,0.85,0,0
7775,4249634.663,9.87934E-05,2.711,3.2,61.4,1.13631E-05,0,0,25.268,0,0.95,0.21,0.33,0.85,0,0
7776,4249634.663,8.31944E-05,2.324,2.7,0,0,0,0,24.977,0,0.95,0.21,0.33,0.85,0,0
7777,4249634.663,8.18945E-05,2.808,3.3,75.6,1.3991E-05,0,0,24.417,0,0.95,0.21,0.33,0.85,0,0
7778,4249634.663,8.31944E-05,3.529,4.1,216.4,4.00484E-05,0,0,24.081,0,0.95,0.21,0.33,0.85,0,0
7779,4249634.663,8.31944E-05,3.851,4.5,306,5.66304E-05,0,0,23.801,0,0.95,0.21,0.33,0.85,0,0
7780,4249634.663,8.70942E-05,3.449,4,194,3.59029E-05,0,0,23.571,0,0.95,0.21,0.33,0.85,0,0
7781,4249634.663,9.22938E-05,3.114,3.6,122,2.25781E-05,0,0,23.506,0,0.95,0.21,0.33,0.85,0,0
7782,4249634.663,9.74935E-05,2.681,3.1,47.2,8.7351E-06,0,0,23.513,0,0.95,0.21,0.33,0.85,0,0
7783,4249634.663,0.000103993,2.063,2.4,0,0,0.01,0.027,23.507,0.037,0.95,0.21,0.33,0.85,0.002435895,1.79506386546142E-05
7784,4249634.663,0.000116992,1.722,2,0,0,0.129,0.122,25.746,0.251,0.95,0.21,0.33,0.85,0.016524585,0.000121775437361
7785,4249634.663,0.000127391,2.28,2.7,0,0,0.341,0.165,28.088,0.506,0.95,0.21,0.33,0.85,0.03331251,0.000245521417619
7786,4249634.663,0.000131291,3.305,3.9,176,3.25717E-05,0.516,0.194,30.349,0.71,0.95,0.21,0.33,0.85,0.04674285,0.000344590941432
7787,4249634.663,0.000124792,4.429,5.2,508,9.40138E-05,0.629,0.218,32.297,0.847,0.95,0.21,0.33,0.85,0.055762245,0.00041122413706
7788,4249634.663,0.000129991,5.829,6.8,1191.6,0.0002205253,0.675,0.234,33.803,0.909,0.95,0.21,0.33,0.85,0.059844015,0.00044150710807
7789,4249634.663,0.000133891,6.543,7.6,1659,0.0003070255,0.562,0.278,34.689,0.84,0.95,0.21,0.33,0.85,0.0553014,0.00040817357873
7790,4249634.663,0.000131291,5.992,7,1298,0.0002402164,0.342,0.323,34.729,0.665,0.95,0.21,0.33,0.85,0.043780275,0.000323269366509
7791,4249634.663,0.000128691,5.209,6.1,848,0.0001569365,0.233,0.288,34.292,0.521,0.95,0.21,0.33,0.85,0.034300035,0.000253350080698
7792,4249634.663,0.000118292,4.331,5.1,475,8.79066E-05,0.144,0.217,33.493,0.361,0.95,0.21,0.33,0.85,0.023766435,0.000175590319088
7793,4249634.663,0.000129991,3.366,3.9,176,3.25717E-05,0.055,0.121,32.004,0.176,0.95,0.21,0.33,0.85,0.01158696,8.56213948406299E-05
7794,4249634.663,0.00014689,2.608,3,33,6.1072E-06,0.003,0.015,29.122,0.018,0.95,0.21,0.33,0.85,0.00118503,8.75748339118948E-06
7795,4249634.663,0.00015209,2.755,3.2,61.4,1.13631E-05,0,0,27.538,0,0.95,0.21,0.33,0.85,0,0
7796,4249634.663,0.000136491,2.958,3.5,104,1.92469E-05,0,0,26.802,0,0.95,0.21,0.33,0.85,0,0
7797,4249634.663,0.000123492,3.226,3.8,158,2.92405E-05,0,0,26.232,0,0.95,0.21,0.33,0.85,0,0
7798,4249634.663,0.000111792,3.545,4.1,216.4,4.00484E-05,0,0,25.882,0,0.95,0.21,0.33,0.85,0,0
7799,4249634.663,9.74935E-05,3.389,4,194,3.59029E-05,0,0,25.542,0,0.95,0.21,0.33,0.85,0,0
7800,4249634.663,8.57942E-05,2.997,3.5,104,1.92469E-05,0,0,25.389,0,0.95,0.21,0.33,0.85,0,0
7801,4249634.663,8.44943E-05,2.688,3.1,47.2,8.7351E-06,0,0,25.289,0,0.95,0.21,0.33,0.85,0,0
7802,4249634.663,8.31944E-05,2.135,2.5,0,0,0,0,24.833,0,0.95,0.21,0.33,0.85,0,0
7803,4249634.663,8.44943E-05,2.009,2.3,0,0,0,0,24.336,0,0.95,0.21,0.33,0.85,0,0
7804,4249634.663,8.57942E-05,1.951,2.3,0,0,0,0,24.023,0,0.95,0.21,0.33,0.85,0,0
7805,4249634.663,9.22938E-05,2.288,2.7,0,0,0,0,23.773,0,0.95,0.21,0.33,0.85,0,0
7806,4249634.663,9.74935E-05,2.331,2.7,0,0,0,0,23.583,0,0.95,0.21,0.33,0.85,0,0
7807,4249634.663,0.000107893,1.998,2.3,0,0,0.008,0.024,23.742,0.032,0.95,0.21,0.33,0.85,0.00210672,1.5568995707336E-05
7808,4249634.663,0.000119592,1.576,1.8,0,0,0.065,0.135,26.136,0.2,0.95,0.21,0.33,0.85,0.013167,9.73077381546074E-05
7809,4249634.663,0.000129991,1.43,1.7,0,0,0.182,0.222,28.624,0.404,0.95,0.21,0.33,0.85,0.02659734,0.000196580759901
7810,4249634.663,0.000132591,1.747,2,0,0,0.303,0.279,30.309,0.582,0.95,0.21,0.33,0.85,0.03831597,0.000283248756163
7811,4249634.663,0.000127391,2.151,2.5,0,0,0.438,0.299,31.958,0.737,0.95,0.21,0.33,0.85,0.048520395,0.000358786047166
7812,4249634.663,0.000124792,3.569,4.2,238.8,4.41939E-05,0.47,0.321,33.192,0.791,0.95,0.21,0.33,0.85,0.052075485,0.000385212514585
7813,4249634.663,0.000135191,5.395,6.3,940,0.0001739626,0.402,0.345,33.975,0.747,0.95,0.21,0.33,0.85,0.049178745,0.000363924952536
7814,4249634.663,0.000132591,5.932,6.9,1244.8,0.0002303709,0.408,0.305,34.538,0.713,0.95,0.21,0.33,0.85,0.046940355,0.000347487223874
7815,4249634.663,0.000127391,5.513,6.4,986,0.0001824756,0.291,0.275,34.404,0.566,0.95,0.21,0.33,0.85,0.03726261,0.000275941283985
7816,4249634.663,0.000122192,4.639,5.4,574,0.0001062282,0.131,0.222,33.766,0.353,0.95,0.21,0.33,0.85,0.023239755,0.000172145157869
7817,4249634.663,0.000133891,3.042,3.6,122,2.25781E-05,0.053,0.122,33.234,0.175,0.95,0.21,0.33,0.85,0.011521125,8.53557775130935E-05
7818,4249634.663,0.00015339,2.696,3.2,61.4,1.13631E-05,0.002,0.015,30.409,0.017,0.95,0.21,0.33,0.85,0.001119195,8.29241190653769E-06
7819,4249634.663,0.00014949,2.843,3.3,75.6,1.3991E-05,0,0,28.217,0,0.95,0.21,0.33,0.85,0,0
7820,4249634.663,0.00014169,2.825,3.3,75.6,1.3991E-05,0,0,27.265,0,0.95,0.21,0.33,0.85,0,0
7821,4249634.663,0.000129991,3.008,3.5,104,1.92469E-05,0,0,26.708,0,0.95,0.21,0.33,0.85,0,0
7822,4249634.663,0.000118292,2.658,3.1,47.2,8.7351E-06,0,0,26.432,0,0.95,0.21,0.33,0.85,0,0
7823,4249634.663,9.61935E-05,1.679,2,0,0,0,0,26.055,0,0.95,0.21,0.33,0.85,0,0
7824,4249634.663,9.09939E-05,0.001,0,0,0,0,0,25.76,0,0.95,0.21,0.33,0.85,0,0
7825,4249634.663,8.44943E-05,0.001,0,0,0,0,0,25.347,0,0.95,0.21,0.33,0.85,0,0
7826,4249634.663,8.44943E-05,1.532,1.8,0,0,0,0,24.973,0,0.95,0.21,0.33,0.85,0,0
7827,4249634.663,8.31944E-05,2.269,2.7,0,0,0,0,24.548,0,0.95,0.21,0.33,0.85,0,0
7828,4249634.663,8.57942E-05,2.682,3.1,47.2,8.7351E-06,0,0,24.222,0,0.95,0.21,0.33,0.85,0,0
7829,4249634.663,8.83941E-05,2.998,3.5,104,1.92469E-05,0,0,24.126,0,0.95,0.21,0.33,0.85,0,0
7830,4249634.663,0.000100093,3.142,3.7,140,2.59093E-05,0,0,24.276,0,0.95,0.21,0.33,0.85,0,0
7831,4249634.663,0.000103993,3.139,3.7,140,2.59093E-05,0.01,0.025,24.378,0.035,0.95,0.21,0.33,0.85,0.002304225,1.70727543230653E-05
7832,4249634.663,0.000116992,3.239,3.8,158,2.92405E-05,0.114,0.124,26.459,0.238,0.95,0.21,0.33,0.85,0.01566873,0.000116096711487
7833,4249634.663,0.000128691,3.526,4.1,216.4,4.00484E-05,0.278,0.186,28.86,0.464,0.95,0.21,0.33,0.85,0.03054744,0.000226366087628
7834,4249634.663,0.000132591,4.001,4.7,360.4,6.6698E-05,0.387,0.242,30.773,0.629,0.95,0.21,0.33,0.85,0.041410215,0.000306932127986
7835,4249634.663,0.000135191,4.637,5.4,574,0.0001062282,0.508,0.263,32.401,0.771,0.95,0.21,0.33,0.85,0.050758785,0.000376339152353
7836,4249634.663,0.000132591,5.762,6.7,1138.4,0.0002106798,0.56,0.278,33.689,0.838,0.95,0.21,0.33,0.85,0.05516973,0.000409197070383
7837,4249634.663,0.000129991,6.26,7.3,1476.2,0.0002731953,0.608,0.257,34.723,0.865,0.95,0.21,0.33,0.85,0.056947275,0.000422554132115
7838,4249634.663,0.000135191,5.024,5.9,763,0.0001412058,0.571,0.234,35.311,0.805,0.95,0.21,0.33,0.85,0.052997175,0.000393410256034
7839,4249634.663,0.000131291,3.228,3.8,158,2.92405E-05,0.433,0.217,35.244,0.65,0.95,0.21,0.33,0.85,0.04279275,0.000317785475248
7840,4249634.663,0.000118292,2.641,3.1,47.2,8.7351E-06,0.193,0.204,34.461,0.397,0.95,0.21,0.33,0.85,0.026136495,0.000194155289998
7841,4249634.663,0.000122192,2.748,3.2,61.4,1.13631E-05,0.077,0.119,33.081,0.196,0.95,0.21,0.33,0.85,0.01290366,9.58736190041079E-05
7842,4249634.663,0.00014169,2.763,3.2,61.4,1.13631E-05,0.004,0.015,30.196,0.019,0.95,0.21,0.33,0.85,0.001250865,9.29476235249457E-06
7843,4249634.663,0.00015079,2.865,3.3,75.6,1.3991E-05,0,0,28.573,0,0.95,0.21,0.33,0.85,0,0
7844,4249634.663,0.000140391,2.782,3.3,75.6,1.3991E-05,0,0,27.855,0,0.95,0.21,0.33,0.85,0,0
7845,4249634.663,0.000128691,2.471,2.9,0,0,0,0,27.323,0,0.95,0.21,0.33,0.85,0,0
7846,4249634.663,0.000116992,2.138,2.5,0,0,0,0,27.192,0,0.95,0.21,0.33,0.85,0,0
7847,4249634.663,0.000105293,1.727,2,0,0,0,0,27.054,0,0.95,0.21,0.33,0.85,0,0
7848,4249634.663,9.35937E-05,1.379,1.6,0,0,0,0,26.407,0,0.95,0.21,0.33,0.85,0,0
7849,4249634.663,8.44943E-05,1.152,1.3,0,0,0,0,25.862,0,0.95,0.21,0.33,0.85,0,0
7850,4249634.663,8.31944E-05,2.303,2.7,0,0,0,0,25.569,0,0.95,0.21,0.33,0.85,0,0
7851,4249634.663,8.44943E-05,2.812,3.3,75.6,1.3991E-05,0,0,25.345,0,0.95,0.21,0.33,0.85,0,0
7852,4249634.663,8.57942E-05,2.727,3.2,61.4,1.13631E-05,0,0,25.155,0,0.95,0.21,0.33,0.85,0,0
7853,4249634.663,8.70942E-05,2.63,3.1,47.2,8.7351E-06,0,0,25.004,0,0.95,0.21,0.33,0.85,0,0
7854,4249634.663,8.9694E-05,2.355,2.8,0,0,0,0,24.925,0,0.95,0.21,0.33,0.85,0,0
7855,4249634.663,0.000102693,1.921,2.2,0,0,0.003,0.019,25.051,0.022,0.95,0.21,0.33,0.85,0.00144837,1.07624564426266E-05
7856,4249634.663,0.000113092,1.872,2.2,0,0,0.031,0.126,26.677,0.157,0.95,0.21,0.33,0.85,0.010336095,7.68056294123489E-05
7857,4249634.663,0.000114392,2.599,3,33,6.1072E-06,0.142,0.23,28.705,0.372,0.95,0.21,0.33,0.85,0.02449062,0.000181999291573
7858,4249634.663,0.000114392,3.761,4.4,283.6,5.24849E-05,0.353,0.262,30.998,0.615,0.95,0.21,0.33,0.85,0.040488525,0.000300940696577
7859,4249634.663,0.000107893,4.799,5.6,646,0.000119553,0.481,0.283,32.97,0.764,0.95,0.21,0.33,0.85,0.05029794,0.000373964073017
7860,4249634.663,0.000110493,5.922,6.9,1244.8,0.0002303709,0.541,0.295,34.452,0.836,0.95,0.21,0.33,0.85,0.05503806,0.000409359846402
7861,4249634.663,0.000115692,6.412,7.5,1595,0.0002951812,0.473,0.32,35.326,0.793,0.95,0.21,0.33,0.85,0.052207155,0.000388463277484
7862,4249634.663,0.000115692,5.715,6.7,1138.4,0.0002106798,0.353,0.325,35.576,0.678,0.95,0.21,0.33,0.85,0.04463613,0.000332257824231
7863,4249634.663,0.000111792,4.999,5.8,724,0.0001339882,0.219,0.296,35.176,0.515,0.95,0.21,0.33,0.85,0.033905025,0.000252462613473
7864,4249634.663,0.000103993,4.115,4.8,387.6,7.17318E-05,0.085,0.223,34.239,0.308,0.95,0.21,0.33,0.85,0.02027718,0.000151025477704
7865,4249634.663,0.000107893,3.012,3.5,104,1.92469E-05,0.04,0.119,32.856,0.159,0.95,0.21,0.33,0.85,0.010467765,7.79762275493444E-05
7866,4249634.663,0.000119592,2.756,3.2,61.4,1.13631E-05,0.003,0.015,30.116,0.018,0.95,0.21,0.33,0.85,0.00118503,8.82818584704481E-06
7867,4249634.663,0.000129991,2.859,3.3,75.6,1.3991E-05,0,0,28.599,0,0.95,0.21,0.33,0.85,0,0
7868,4249634.663,0.000139091,2.934,3.4,89.8,1.6619E-05,0,0,27.79,0,0.95,0.21,0.33,0.85,0,0
7869,4249634.663,0.000136491,2.894,3.4,89.8,1.6619E-05,0,0,27.379,0,0.95,0.21,0.33,0.85,0,0
7870,4249634.663,0.000116992,2.878,3.4,89.8,1.6619E-05,0,0,27.211,0,0.95,0.21,0.33,0.85,0,0
7871,4249634.663,0.000105293,2.889,3.4,89.8,1.6619E-05,0,0,26.901,0,0.95,0.21,0.33,0.85,0,0
7872,4249634.663,9.35937E-05,2.964,3.5,104,1.92469E-05,0,0,26.648,0,0.95,0.21,0.33,0.85,0,0
7873,4249634.663,8.70942E-05,3.121,3.6,122,2.25781E-05,0,0,26.404,0,0.95,0.21,0.33,0.85,0,0
7874,4249634.663,8.57942E-05,3.463,4,194,3.59029E-05,0,0,25.882,0,0.95,0.21,0.33,0.85,0,0
7875,4249634.663,8.44943E-05,3.445,4,194,3.59029E-05,0,0,25.399,0,0.95,0.21,0.33,0.85,0,0
7876,4249634.663,8.44943E-05,2.575,3,33,6.1072E-06,0,0,25.109,0,0.95,0.21,0.33,0.85,0,0
7877,4249634.663,8.57942E-05,1.999,2.3,0,0,0,0,24.893,0,0.95,0.21,0.33,0.85,0,0
7878,4249634.663,8.57942E-05,1.66,1.9,0,0,0,0,24.715,0,0.95,0.21,0.33,0.85,0,0
7879,4249634.663,8.70942E-05,1.25,1.5,0,0,0.007,0.023,24.851,0.03,0.95,0.21,0.33,0.85,0.00197505,1.47137729743303E-05
7880,4249634.663,9.22938E-05,0.001,0,0,0,0.087,0.131,26.765,0.218,0.95,0.21,0.33,0.85,0.01435203,0.000106921656834
7881,4249634.663,9.22938E-05,0.001,0,0,0,0.286,0.185,29.075,0.471,0.95,0.21,0.33,0.85,0.031008285,0.000231034337294
7882,4249634.663,9.35937E-05,1.772,2.1,0,0,0.469,0.213,31.363,0.682,0.95,0.21,0.33,0.85,0.04489947,0.000334611102907
7883,4249634.663,9.09939E-05,2.759,3.2,61.4,1.13631E-05,0.562,0.245,33.265,0.807,0.95,0.21,0.33,0.85,0.053128845,0.000396072647674
7884,4249634.663,8.83941E-05,4.788,5.6,646,0.000119553,0.532,0.292,34.655,0.824,0.95,0.21,0.33,0.85,0.05424804,0.000404576427138
7885,4249634.663,8.70942E-05,6.41,7.5,1595,0.0002951812,0.484,0.309,35.644,0.793,0.95,0.21,0.33,0.85,0.052207155,0.000389513299939
7886,4249634.663,9.09939E-05,6.035,7.1,1357.4,0.0002512094,0.344,0.323,35.97,0.667,0.95,0.21,0.33,0.85,0.043911945,0.000327751082144
7887,4249634.663,9.22938E-05,4.619,5.4,574,0.0001062282,0.271,0.278,35.889,0.549,0.95,0.21,0.33,0.85,0.036143415,0.000269856577865
7888,4249634.663,9.61935E-05,2.674,3.1,47.2,8.7351E-06,0.123,0.22,35.068,0.343,0.95,0.21,0.33,0.85,0.022581405,0.000168644428219
7889,4249634.663,0.000100093,2.386,2.8,0,0,0.049,0.119,34.21,0.168,0.95,0.21,0.33,0.85,0.01106028,8.26152852046842E-05
7890,4249634.663,0.000132591,2.921,3.4,89.8,1.6619E-05,0.002,0.014,31.17,0.016,0.95,0.21,0.33,0.85,0.00105336,7.86877248132888E-06
7891,4249634.663,0.000140391,3.499,4.1,216.4,4.00484E-05,0,0,29.358,0,0.95,0.21,0.33,0.85,0,0
7892,4249634.663,0.000135191,3.615,4.2,238.8,4.41939E-05,0,0,28.63,0,0.95,0.21,0.33,0.85,0,0
7893,4249634.663,0.000123492,3.642,4.3,261.2,4.83394E-05,0,0,28.07,0,0.95,0.21,0.33,0.85,0,0
7894,4249634.663,0.000113092,3.923,4.6,333.2,6.16642E-05,0,0,27.797,0,0.95,0.21,0.33,0.85,0,0
7895,4249634.663,9.87934E-05,3.517,4.1,216.4,4.00484E-05,0,0,27.652,0,0.95,0.21,0.33,0.85,0,0
7896,4249634.663,8.70942E-05,3.412,4,194,3.59029E-05,0,0,27.103,0,0.95,0.21,0.33,0.85,0,0
7897,4249634.663,7.92947E-05,3.317,3.9,176,3.25717E-05,0,0,26.612,0,0.95,0.21,0.33,0.85,0,0
7898,4249634.663,8.18945E-05,3.105,3.6,122,2.25781E-05,0,0,26.155,0,0.95,0.21,0.33,0.85,0,0
7899,4249634.663,8.83941E-05,3.352,3.9,176,3.25717E-05,0,0,25.704,0,0.95,0.21,0.33,0.85,0,0
7900,4249634.663,9.87934E-05,3.506,4.1,216.4,4.00484E-05,0,0,25.274,0,0.95,0.21,0.33,0.85,0,0
7901,4249634.663,0.000110493,3.417,4,194,3.59029E-05,0,0,24.993,0,0.95,0.21,0.33,0.85,0,0
7902,4249634.663,0.000118292,2.772,3.2,61.4,1.13631E-05,0,0,24.725,0,0.95,0.21,0.33,0.85,0,0
7903,4249634.663,0.000122192,2.068,2.4,0,0,0.004,0.02,24.677,0.024,0.95,0.21,0.33,0.85,0.00158004,1.18032515990947E-05
7904,4249634.663,0.000127391,2.119,2.5,0,0,0.018,0.124,26.027,0.142,0.95,0.21,0.33,0.85,0.00934857,6.98367295951338E-05
7905,4249634.663,0.000123492,2.39,2.8,0,0,0.054,0.241,27.51,0.295,0.95,0.21,0.33,0.85,0.019421325,0.000145093479548
7906,4249634.663,0.000122192,2.527,3,33,6.1072E-06,0.042,0.297,28.348,0.339,0.95,0.21,0.33,0.85,0.022318065,0.00016675873651
7907,4249634.663,0.000122192,2.478,2.9,0,0,0.035,0.325,28.716,0.36,0.95,0.21,0.33,0.85,0.0237006,0.000177118459778
7908,4249634.663,0.000131291,2.283,2.7,0,0,0.024,0.312,29.01,0.336,0.95,0.21,0.33,0.85,0.02212056,0.000165339847198
7909,4249634.663,0.000127391,1.98,2.3,0,0,0.028,0.323,29.643,0.351,0.95,0.21,0.33,0.85,0.023108085,0.000172749652778
7910,4249634.663,0.000118292,1.569,1.8,0,0,0.038,0.329,30.347,0.367,0.95,0.21,0.33,0.85,0.024161445,0.000180655488998
7911,4249634.663,0.000116992,2.479,2.9,0,0,0.033,0.277,30.493,0.31,0.95,0.21,0.33,0.85,0.02040885,0.000152624852052
7912,4249634.663,0.000116992,4.025,4.7,360.4,6.6698E-05,0.023,0.197,30.1,0.22,0.95,0.21,0.33,0.85,0.0144837,0.000108330945128
7913,4249634.663,0.000128691,5.574,6.5,1032,0.0001909887,0.01,0.098,29.846,0.108,0.95,0.21,0.33,0.85,0.00711018,5.31864075241038E-05
7914,4249634.663,0.000140391,6.505,7.6,1659,0.0003070255,0.001,0.012,28.326,0.013,0.95,0.21,0.33,0.85,0.000855855,6.40240809343182E-06
7915,4249634.663,0.00015469,6.267,7.3,1476.2,0.0002731953,0,0,27.648,0,0.95,0.21,0.33,0.85,0,0
7916,4249634.663,0.00014949,5.766,6.7,1138.4,0.0002106798,0,0,27.263,0,0.95,0.21,0.33,0.85,0,0
7917,4249634.663,0.000137791,4.534,5.3,541,0.000100121,0,0,26.857,0,0.95,0.21,0.33,0.85,0,0
7918,4249634.663,0.000123492,3.664,4.3,261.2,4.83394E-05,0,0,25.675,0,0.95,0.21,0.33,0.85,0,0
7919,4249634.663,0.000111792,2.872,3.4,89.8,1.6619E-05,0,0,24.67,0,0.95,0.21,0.33,0.85,0,0
7920,4249634.663,8.31944E-05,2.155,2.5,0,0,0,0,24.163,0,0.95,0.21,0.33,0.85,0,0
7921,4249634.663,8.05946E-05,1.745,2,0,0,0,0,23.937,0,0.95,0.21,0.33,0.85,0,0
7922,4249634.663,7.92947E-05,2.6,3,33,6.1072E-06,0,0,23.48,0,0.95,0.21,0.33,0.85,0,0
7923,4249634.663,7.92947E-05,2.796,3.3,75.6,1.3991E-05,0,0,22.99,0,0.95,0.21,0.33,0.85,0,0
7924,4249634.663,8.31944E-05,1.775,2.1,0,0,0,0,22.65,0,0.95,0.21,0.33,0.85,0,0
7925,4249634.663,9.09939E-05,1.064,1.2,0,0,0,0,22.536,0,0.95,0.21,0.33,0.85,0,0
7926,4249634.663,0.000101393,1.196,1.4,0,0,0,0,22.563,0,0.95,0.21,0.33,0.85,0,0
7927,4249634.663,0.000113092,1.674,2,0,0,0.016,0.027,22.718,0.043,0.95,0.21,0.33,0.85,0.002830905,2.11773315872705E-05
7928,4249634.663,0.000122192,2.214,2.6,0,0,0.16,0.104,25.03,0.264,0.95,0.21,0.33,0.85,0.01738044,0.000130021719537
7929,4249634.663,0.000124792,2.864,3.3,75.6,1.3991E-05,0.364,0.144,28.092,0.508,0.95,0.21,0.33,0.85,0.03344418,0.000250225843601
7930,4249634.663,0.000128691,3.596,4.2,238.8,4.41939E-05,0.546,0.168,30.74,0.714,0.95,0.21,0.33,0.85,0.04700619,0.000351783403904
7931,4249634.663,0.000124792,4.49,5.2,508,9.40138E-05,0.675,0.184,33.032,0.859,0.95,0.21,0.33,0.85,0.056552265,0.000423372946715
7932,4249634.663,0.000122192,5.472,6.4,986,0.0001824756,0.738,0.193,34.717,0.931,0.95,0.21,0.33,0.85,0.061292385,0.000459053737886
7933,4249634.663,0.000128691,6.445,7.5,1595,0.0002951812,0.732,0.194,35.646,0.926,0.95,0.21,0.33,0.85,0.06096321,0.000456798052837
7934,4249634.663,0.000132591,6.6,7.7,1723,0.0003188697,0.653,0.189,35.975,0.842,0.95,0.21,0.33,0.85,0.05543307,0.000415550471122
7935,4249634.663,0.000126092,6.25,7.3,1476.2,0.0002731953,0.517,0.173,35.677,0.69,0.95,0.21,0.33,0.85,0.04542615,0.000340675802045
7936,4249634.663,0.000115692,5.706,6.7,1138.4,0.0002106798,0.334,0.147,34.84,0.481,0.95,0.21,0.33,0.85,0.031666635,0.000237566528506
7937,4249634.663,0.000129991,4.204,4.9,414.8,7.67656E-05,0.141,0.1,33.76,0.241,0.95,0.21,0.33,0.85,0.015866235,0.000119058499221
7938,4249634.663,0.00015339,2.298,2.7,0,0,0.008,0.014,29.999,0.022,0.95,0.21,0.33,0.85,0.00144837,1.08697048479872E-05
7939,4249634.663,0.00014819,2.537,3,33,6.1072E-06,0,0,27.926,0,0.95,0.21,0.33,0.85,0,0
7940,4249634.663,0.000140391,2.619,3.1,47.2,8.7351E-06,0,0,26.898,0,0.95,0.21,0.33,0.85,0,0
7941,4249634.663,0.000122192,2.205,2.6,0,0,0,0,26.112,0,0.95,0.21,0.33,0.85,0,0
7942,4249634.663,0.000110493,2.46,2.9,0,0,0,0,25.48,0,0.95,0.21,0.33,0.85,0,0
7943,4249634.663,9.87934E-05,2.98,3.5,104,1.92469E-05,0,0,25.283,0,0.95,0.21,0.33,0.85,0,0
7944,4249634.663,8.31944E-05,3.526,4.1,216.4,4.00484E-05,0,0,24.885,0,0.95,0.21,0.33,0.85,0,0
7945,4249634.663,8.18945E-05,3.774,4.4,283.6,5.24849E-05,0,0,24.831,0,0.95,0.21,0.33,0.85,0,0
7946,4249634.663,8.31944E-05,3.201,3.7,140,2.59093E-05,0,0,24.771,0,0.95,0.21,0.33,0.85,0,0
7947,4249634.663,8.31944E-05,3.416,4,194,3.59029E-05,0,0,24.572,0,0.95,0.21,0.33,0.85,0,0
7948,4249634.663,8.70942E-05,2.035,2.4,0,0,0,0,24.189,0,0.95,0.21,0.33,0.85,0,0
7949,4249634.663,9.22938E-05,1.072,1.3,0,0,0,0,23.772,0,0.95,0.21,0.33,0.85,0,0
7950,4249634.663,9.74935E-05,1.444,1.7,0,0,0,0,23.402,0,0.95,0.21,0.33,0.85,0,0
7951,4249634.663,0.000103993,1.759,2.1,0,0,0.018,0.022,23.432,0.04,0.95,0.21,0.33,0.85,0.0026334,1.9763314545009E-05
7952,4249634.663,0.000116992,2.056,2.4,0,0,0.138,0.114,25.611,0.252,0.95,0.21,0.33,0.85,0.01659042,0.00012451134239
7953,4249634.663,0.000127391,2.417,2.8,0,0,0.33,0.162,28.419,0.492,0.95,0.21,0.33,0.85,0.03239082,0.000243123844915
7954,4249634.663,0.000131291,2.968,3.5,104,1.92469E-05,0.502,0.192,31.017,0.694,0.95,0.21,0.33,0.85,0.04568949,0.000343026382386
7955,4249634.663,0.000124792,3.637,4.3,261.2,4.83394E-05,0.62,0.212,33.264,0.832,0.95,0.21,0.33,0.85,0.05477472,0.000411377352688
7956,4249634.663,0.000129991,4.54,5.3,541,0.000100121,0.671,0.227,34.824,0.898,0.95,0.21,0.33,0.85,0.05911983,0.000444193383398
7957,4249634.663,0.000133891,5.193,6.1,848,0.0001569365,0.638,0.238,35.744,0.876,0.95,0.21,0.33,0.85,0.05767146,0.000433503699627
7958,4249634.663,0.000131291,4.432,5.2,508,9.40138E-05,0.554,0.234,36.085,0.788,0.95,0.21,0.33,0.85,0.05187798,0.000390124503185
7959,4249634.663,0.000128691,2.84,3.3,75.6,1.3991E-05,0.367,0.236,35.841,0.603,0.95,0.21,0.33,0.85,0.039698505,0.000298650870694
7960,4249634.663,0.000118292,2.058,2.4,0,0,0.197,0.198,35.016,0.395,0.95,0.21,0.33,0.85,0.026004825,0.000195692098548
7961,4249634.663,0.000129991,2.744,3.2,61.4,1.13631E-05,0.079,0.115,33.929,0.194,0.95,0.21,0.33,0.85,0.01277199,9.61308807075232E-05
7962,4249634.663,0.00014689,3.414,4,194,3.59029E-05,0.004,0.014,31.012,0.018,0.95,0.21,0.33,0.85,0.00118503,8.92021757401798E-06
7963,4249634.663,0.00015209,3.941,4.6,333.2,6.16642E-05,0,0,29.389,0,0.95,0.21,0.33,0.85,0,0
7964,4249634.663,0.000136491,4.589,5.4,574,0.0001062282,0,0,28.742,0,0.95,0.21,0.33,0.85,0,0
7965,4249634.663,0.000123492,4.746,5.5,607,0.0001123354,0,0,28.662,0,0.95,0.21,0.33,0.85,0,0
7966,4249634.663,0.000111792,4.234,4.9,414.8,7.67656E-05,0,0,29.03,0,0.95,0.21,0.33,0.85,0,0
7967,4249634.663,9.74935E-05,3.458,4,194,3.59029E-05,0,0,28.535,0,0.95,0.21,0.33,0.85,0,0
7968,4249634.663,8.57942E-05,2.797,3.3,75.6,1.3991E-05,0,0,27.713,0,0.95,0.21,0.33,0.85,0,0
7969,4249634.663,8.44943E-05,2.685,3.1,47.2,8.7351E-06,0,0,27.029,0,0.95,0.21,0.33,0.85,0,0
