hours,riverflow,demand,windspeed,windspeed hub height,Power,windfactor,direct,diffuse,temperature,Irradiance,panel_efficiency,efficiency,area_usage,performance_ratio,kW/m²,PV_factor
2103,1005054.985,0.000138171,5.789,6.8,1191.6,0.0002205253,0.194,0.378,37.848,0.572,0.95,0.21,0.33,0.85,0.03765762,0.000182449796801
2104,1005054.985,0.000132531,5.92,6.9,1244.8,0.0002303709,0.083,0.289,36.994,0.372,0.95,0.21,0.33,0.85,0.02449062,0.000118677814299
2105,1005054.985,0.00014522,5.996,7,1298,0.0002402164,0.03,0.17,35.822,0.2,0.95,0.21,0.33,0.85,0.013167,6.38128496744747E-05
2106,1005054.985,0.000166369,5.913,6.9,1244.8,0.0002303709,0.003,0.044,33.696,0.047,0.95,0.21,0.33,0.85,0.003094245,1.49969766733196E-05
2107,1005054.985,0.000162139,5.695,6.7,1138.4,0.0002106798,0,0,31.469,0,0.95,0.21,0.33,0.85,0,0
2108,1005054.985,0.00015368,5.537,6.5,1032,0.0001909887,0,0,30.344,0,0.95,0.21,0.33,0.85,0,0
2109,1005054.985,0.000140991,5.133,6,802,0.0001484234,0,0,29.613,0,0.95,0.21,0.33,0.85,0,0
2110,1005054.985,0.000128301,4.712,5.5,607,0.0001123354,0,0,28.987,0,0.95,0.21,0.33,0.85,0,0
2111,1005054.985,0.000104333,4.351,5.1,475,8.79066E-05,0,0,28.436,0,0.95,0.21,0.33,0.85,0,0
2112,1005054.985,9.86934E-05,3.933,4.6,333.2,6.16642E-05,0,0,27.975,0,0.95,0.21,0.33,0.85,0,0
2113,1005054.985,9.16438E-05,3.889,4.5,306,5.66304E-05,0,0,27.546,0,0.95,0.21,0.33,0.85,0,0
2114,1005054.985,9.16438E-05,4.839,5.7,685,0.0001267706,0,0,27.17,0,0.95,0.21,0.33,0.85,0,0
2115,1005054.985,9.02339E-05,4.683,5.5,607,0.0001123354,0,0,26.838,0,0.95,0.21,0.33,0.85,0,0
2116,1005054.985,9.30538E-05,4.421,5.2,508,9.40138E-05,0,0,26.472,0,0.95,0.21,0.33,0.85,0,0
2117,1005054.985,9.58736E-05,4.148,4.8,387.6,7.17318E-05,0,0,26.129,0,0.95,0.21,0.33,0.85,0,0
2118,1005054.985,0.000108563,3.771,4.4,283.6,5.24849E-05,0,0.001,25.856,0.001,0.95,0.21,0.33,0.85,6.5835E-05,3.19089395446849E-07
2119,1005054.985,0.000112792,3.449,4,194,3.59029E-05,0.01,0.068,26.613,0.078,0.95,0.21,0.33,0.85,0.00513513,2.48889807866641E-05
2120,1005054.985,0.000126891,3.261,3.8,158,2.92405E-05,0.082,0.194,28.582,0.276,0.95,0.21,0.33,0.85,0.01817046,8.80708932398888E-05
2121,1005054.985,0.000139581,3.22,3.8,158,2.92405E-05,0.212,0.282,30.986,0.494,0.95,0.21,0.33,0.85,0.03252249,0.000157648019204
2122,1005054.985,0.00014381,3.193,3.7,140,2.59093E-05,0.362,0.331,33.346,0.693,0.95,0.21,0.33,0.85,0.045623655,0.000221188872636
2123,1005054.985,0.00014663,3.247,3.8,158,2.92405E-05,0.357,0.407,35,0.764,0.95,0.21,0.33,0.85,0.05029794,0.000243904307784
2124,1005054.985,0.00014381,3.529,4.1,216.4,4.00484E-05,0.371,0.438,36.254,0.809,0.95,0.21,0.33,0.85,0.053260515,0.000258333407842
2125,1005054.985,0.000140991,4.461,5.2,508,9.40138E-05,0.372,0.436,37.262,0.808,0.95,0.21,0.33,0.85,0.05319468,0.000258080754362
2126,1005054.985,0.00014663,5.186,6.1,848,0.0001569365,0.315,0.416,37.815,0.731,0.95,0.21,0.33,0.85,0.048125385,0.000233546698956
2127,1005054.985,0.0001424,5.41,6.3,940,0.0001739626,0.262,0.359,38.021,0.621,0.95,0.21,0.33,0.85,0.040883535,0.000198449220008
2128,1005054.985,0.000128301,5.06,5.9,763,0.0001412058,0.131,0.29,37.541,0.421,0.95,0.21,0.33,0.85,0.027716535,0.000134563131684
2129,1005054.985,0.000132531,4.303,5,442,8.17994E-05,0.029,0.169,36.35,0.198,0.95,0.21,0.33,0.85,0.01303533,6.32947405906614E-05
2130,1005054.985,0.00015368,3.341,3.9,176,3.25717E-05,0.004,0.046,34.15,0.05,0.95,0.21,0.33,0.85,0.00329175,1.59845320879891E-05
2131,1005054.985,0.000163549,2.693,3.1,47.2,8.7351E-06,0,0,32.112,0,0.95,0.21,0.33,0.85,0,0
2132,1005054.985,0.00015227,3.506,4.1,216.4,4.00484E-05,0,0,31.06,0,0.95,0.21,0.33,0.85,0,0
2133,1005054.985,0.000139581,4.231,4.9,414.8,7.67656E-05,0,0,30.43,0,0.95,0.21,0.33,0.85,0,0
2134,1005054.985,0.000126891,4.832,5.6,646,0.000119553,0,0,30.004,0,0.95,0.21,0.33,0.85,0,0
2135,1005054.985,0.000114202,5.763,6.7,1138.4,0.0002106798,0,0,29.585,0,0.95,0.21,0.33,0.85,0,0
2136,1005054.985,0.000101513,6.201,7.2,1416.8,0.0002622023,0,0,29.218,0,0.95,0.21,0.33,0.85,0,0
2137,1005054.985,9.16438E-05,5.557,6.5,1032,0.0001909887,0,0,28.531,0,0.95,0.21,0.33,0.85,0,0
2138,1005054.985,9.02339E-05,5.765,6.7,1138.4,0.0002106798,0,0,27.558,0,0.95,0.21,0.33,0.85,0,0
2139,1005054.985,9.16438E-05,4.937,5.8,724,0.0001339882,0,0,27.262,0,0.95,0.21,0.33,0.85,0,0
2140,1005054.985,9.30538E-05,3.772,4.4,283.6,5.24849E-05,0,0,27.005,0,0.95,0.21,0.33,0.85,0,0
2141,1005054.985,9.44637E-05,2.796,3.3,75.6,1.3991E-05,0,0,26.772,0,0.95,0.21,0.33,0.85,0,0
2142,1005054.985,9.72835E-05,2.148,2.5,0,0,0,0.001,26.546,0.001,0.95,0.21,0.33,0.85,6.5835E-05,3.19695751946787E-07
2143,1005054.985,0.000111383,1.979,2.3,0,0,0.01,0.069,27.594,0.079,0.95,0.21,0.33,0.85,0.005200965,2.52559724780233E-05
2144,1005054.985,0.000122662,1.994,2.3,0,0,0.09,0.195,29.926,0.285,0.95,0.21,0.33,0.85,0.018762975,9.11156196469573E-05
2145,1005054.985,0.000124072,2.149,2.5,0,0,0.236,0.275,32.186,0.511,0.95,0.21,0.33,0.85,0.033641685,0.000163383594305
2146,1005054.985,0.000124072,2.503,2.9,0,0,0.41,0.313,34.409,0.723,0.95,0.21,0.33,0.85,0.047598705,0.00023120477836
2147,1005054.985,0.000117022,3.179,3.7,140,2.59093E-05,0.472,0.363,36.213,0.835,0.95,0.21,0.33,0.85,0.054972225,0.000267082483707
2148,1005054.985,0.000119842,4.125,4.8,387.6,7.17318E-05,0.503,0.388,37.553,0.891,0.95,0.21,0.33,0.85,0.058658985,0.000285070739776
2149,1005054.985,0.000125482,5.88,6.9,1244.8,0.0002303709,0.448,0.409,38.439,0.857,0.95,0.21,0.33,0.85,0.056420595,0.000274270806097
2150,1005054.985,0.000125482,7.097,8.3,2116,0.0003916009,0.326,0.414,38.759,0.74,0.95,0.21,0.33,0.85,0.0487179,0.000236891572806
2151,1005054.985,0.000121252,7.36,8.6,2306.6,0.0004268746,0.231,0.369,38.691,0.6,0.95,0.21,0.33,0.85,0.039501,0.000192119759773
2152,1005054.985,0.000112792,7.36,8.6,2306.6,0.0004268746,0.106,0.292,38.065,0.398,0.95,0.21,0.33,0.85,0.02620233,0.000127463928989
2153,1005054.985,0.000117022,6.151,7.2,1416.8,0.0002622023,0.02,0.158,36.749,0.178,0.95,0.21,0.33,0.85,0.01171863,5.7013748000515E-05
2154,1005054.985,0.000129711,4.55,5.3,541,0.000100121,0.004,0.048,34.488,0.052,0.95,0.21,0.33,0.85,0.00342342,1.66566513211928E-05
2155,1005054.985,0.000140991,3.891,4.5,306,5.66304E-05,0,0,32.122,0,0.95,0.21,0.33,0.85,0,0
2156,1005054.985,0.00015086,3.783,4.4,283.6,5.24849E-05,0,0,31.077,0,0.95,0.21,0.33,0.85,0,0
2157,1005054.985,0.00014804,4.473,5.2,508,9.40138E-05,0,0,30.486,0,0.95,0.21,0.33,0.85,0,0
2158,1005054.985,0.000126891,4.95,5.8,724,0.0001339882,0,0,29.938,0,0.95,0.21,0.33,0.85,0,0
2159,1005054.985,0.000114202,5.691,6.7,1138.4,0.0002106798,0,0,29.337,0,0.95,0.21,0.33,0.85,0,0
2160,1005054.985,0.000101513,5.881,6.9,1244.8,0.0002303709,0,0,28.744,0,0.95,0.21,0.33,0.85,0,0
2161,983205.9632,9.24538E-05,5.549,6.5,1032,0.0001909887,0,0,28.375,0,0.95,0.21,0.33,0.85,0,0
2162,983205.9632,9.10739E-05,5.187,6.1,848,0.0001569365,0,0,28.04,0,0.95,0.21,0.33,0.85,0,0
2163,983205.9632,8.9694E-05,4.185,4.9,414.8,7.67656E-05,0,0,27.53,0,0.95,0.21,0.33,0.85,0,0
2164,983205.9632,8.9694E-05,2.921,3.4,89.8,1.6619E-05,0,0,27.104,0,0.95,0.21,0.33,0.85,0,0
2165,983205.9632,9.10739E-05,2.196,2.6,0,0,0,0,26.852,0,0.95,0.21,0.33,0.85,0,0
2166,983205.9632,9.10739E-05,1.936,2.3,0,0,0,0,26.667,0,0.95,0.21,0.33,0.85,0,0
2167,983205.9632,9.24538E-05,2.095,2.4,0,0,0.003,0.048,27.135,0.051,0.95,0.21,0.33,0.85,0.003357585,1.63366032165811E-05
2168,983205.9632,9.79734E-05,2.503,2.9,0,0,0.016,0.162,28.486,0.178,0.95,0.21,0.33,0.85,0.01171863,5.70188799762186E-05
2169,983205.9632,9.79734E-05,3.114,3.6,122,2.25781E-05,0.091,0.309,30.491,0.4,0.95,0.21,0.33,0.85,0.026334,0.000128139620931
2170,983205.9632,9.93533E-05,3.876,4.5,306,5.66304E-05,0.261,0.381,33.088,0.642,0.95,0.21,0.33,0.85,0.04226607,0.00020569044869
2171,983205.9632,9.65935E-05,4.441,5.2,508,9.40138E-05,0.29,0.443,35.143,0.733,0.95,0.21,0.33,0.85,0.048257055,0.000234894263933
2172,983205.9632,9.38337E-05,4.852,5.7,685,0.0001267706,0.193,0.494,36.271,0.687,0.95,0.21,0.33,0.85,0.045228645,0.000220205011828
2173,983205.9632,9.24538E-05,5.633,6.6,1085.2,0.0002008343,0.154,0.491,36.943,0.645,0.95,0.21,0.33,0.85,0.042463575,0.000206788232499
2174,983205.9632,9.65935E-05,5.936,6.9,1244.8,0.0002303709,0.177,0.459,37.497,0.636,0.95,0.21,0.33,0.85,0.04187106,0.000203944988725
2175,983205.9632,9.79734E-05,5.575,6.5,1032,0.0001909887,0.155,0.394,37.573,0.549,0.95,0.21,0.33,0.85,0.036143415,0.000176082764673
2176,983205.9632,0.000102113,5.161,6,802,0.0001484234,0.071,0.295,36.923,0.366,0.95,0.21,0.33,0.85,0.02409561,0.000117409183515
2177,983205.9632,0.000106253,4.924,5.8,724,0.0001339882,0.018,0.161,35.609,0.179,0.95,0.21,0.33,0.85,0.011784465,5.74281738771107E-05
2178,983205.9632,0.000140751,4.354,5.1,475,8.79066E-05,0.002,0.04,33.171,0.042,0.95,0.21,0.33,0.85,0.00276507,1.34755409306722E-05
2179,983205.9632,0.00014903,3.486,4.1,216.4,4.00484E-05,0,0,31.016,0,0.95,0.21,0.33,0.85,0,0
2180,983205.9632,0.00014351,1.984,2.3,0,0,0,0,29.995,0,0.95,0.21,0.33,0.85,0,0
2181,983205.9632,0.000131091,1.016,1.2,0,0,0,0,29.286,0,0.95,0.21,0.33,0.85,0,0
2182,983205.9632,0.000120052,1.153,1.3,0,0,0,0,28.718,0,0.95,0.21,0.33,0.85,0,0
2183,983205.9632,0.000104873,1.25,1.5,0,0,0,0,28.286,0,0.95,0.21,0.33,0.85,0,0
2184,983205.9632,9.24538E-05,2.13,2.5,0,0,0,0,27.89,0,0.95,0.21,0.33,0.85,0,0
2185,983205.9632,8.41744E-05,3.564,4.2,238.8,4.41939E-05,0,0,27.469,0,0.95,0.21,0.33,0.85,0,0
2186,983205.9632,8.69342E-05,4.927,5.8,724,0.0001339882,0,0,27.318,0,0.95,0.21,0.33,0.85,0,0
2187,983205.9632,9.38337E-05,6.029,7,1298,0.0002402164,0,0,27.308,0,0.95,0.21,0.33,0.85,0,0
2188,983205.9632,0.000104873,6.223,7.3,1476.2,0.0002731953,0,0,27.249,0,0.95,0.21,0.33,0.85,0,0
2189,983205.9632,0.000117292,5.546,6.5,1032,0.0001909887,0,0,27.081,0,0.95,0.21,0.33,0.85,0,0
2190,983205.9632,0.000125572,4.68,5.5,607,0.0001123354,0,0.001,26.561,0.001,0.95,0.21,0.33,0.85,6.5835E-05,3.20850536269586E-07
2191,983205.9632,0.000129711,4.026,4.7,360.4,6.6698E-05,0.006,0.065,26.772,0.071,0.95,0.21,0.33,0.85,0.004674285,2.27803953842427E-05
2192,983205.9632,0.000135231,3.556,4.2,238.8,4.41939E-05,0.053,0.199,28.618,0.252,0.95,0.21,0.33,0.85,0.01659042,8.08562030183749E-05
2193,983205.9632,0.000131091,3.147,3.7,140,2.59093E-05,0.164,0.305,30.689,0.469,0.95,0.21,0.33,0.85,0.030876615,0.000150494546257
2194,983205.9632,0.000129711,2.939,3.4,89.8,1.6619E-05,0.297,0.367,32.756,0.664,0.95,0.21,0.33,0.85,0.04371444,0.000213098975809
2195,983205.9632,0.000129711,3.017,3.5,104,1.92469E-05,0.366,0.416,34.621,0.782,0.95,0.21,0.33,0.85,0.05148297,0.000251022467153
2196,983205.9632,0.000139371,3.145,3.7,140,2.59093E-05,0.291,0.476,35.864,0.767,0.95,0.21,0.33,0.85,0.050495445,0.000246269277314
2197,983205.9632,0.000135231,3.854,4.5,306,5.66304E-05,0.238,0.486,36.679,0.724,0.95,0.21,0.33,0.85,0.04766454,0.000232520048431
2198,983205.9632,0.000125572,4.497,5.3,541,0.000100121,0.182,0.457,37.077,0.639,0.95,0.21,0.33,0.85,0.042068565,0.000205269153154
2199,983205.9632,0.000124192,4.665,5.5,607,0.0001123354,0.1,0.385,36.96,0.485,0.95,0.21,0.33,0.85,0.031929975,0.000155830953297
2200,983205.9632,0.000124192,4.313,5,442,8.17994E-05,0.039,0.269,36.279,0.308,0.95,0.21,0.33,0.85,0.02027718,9.89761114085393E-05
2201,983205.9632,0.000136611,3.883,4.5,306,5.66304E-05,0.009,0.135,35.149,0.144,0.95,0.21,0.33,0.85,0.00948024,4.62791261215457E-05
2202,983205.9632,0.00014903,3.528,4.1,216.4,4.00484E-05,0.001,0.034,33.369,0.035,0.95,0.21,0.33,0.85,0.002304225,1.12489193002529E-05
2203,983205.9632,0.000164209,3.662,4.3,261.2,4.83394E-05,0,0,31.624,0,0.95,0.21,0.33,0.85,0,0
2204,983205.9632,0.000158689,3.764,4.4,283.6,5.24849E-05,0,0,30.568,0,0.95,0.21,0.33,0.85,0,0
2205,983205.9632,0.00014627,4.305,5,442,8.17994E-05,0,0,29.908,0,0.95,0.21,0.33,0.85,0,0
2206,983205.9632,0.000131091,5.434,6.4,986,0.0001824756,0,0,29.552,0,0.95,0.21,0.33,0.85,0,0
2207,983205.9632,0.000118672,5.871,6.9,1244.8,0.0002303709,0,0,29.171,0,0.95,0.21,0.33,0.85,0,0
2208,983205.9632,8.83141E-05,5.779,6.8,1191.6,0.0002205253,0,0,28.732,0,0.95,0.21,0.33,0.85,0,0
2209,983205.9632,8.55543E-05,5.272,6.2,894,0.0001654495,0,0,28.337,0,0.95,0.21,0.33,0.85,0,0
2210,983205.9632,8.41744E-05,6.394,7.5,1595,0.0002951812,0,0,28.061,0,0.95,0.21,0.33,0.85,0,0
2211,983205.9632,8.41744E-05,5.836,6.8,1191.6,0.0002205253,0,0,27.537,0,0.95,0.21,0.33,0.85,0,0
2212,983205.9632,8.83141E-05,4.598,5.4,574,0.0001062282,0,0,26.928,0,0.95,0.21,0.33,0.85,0,0
2213,983205.9632,9.65935E-05,3.523,4.1,216.4,4.00484E-05,0,0,26.533,0,0.95,0.21,0.33,0.85,0,0
2214,983205.9632,0.000107633,2.58,3,33,6.1072E-06,0,0.001,26.16,0.001,0.95,0.21,0.33,0.85,6.5835E-05,3.21401309710337E-07
2215,983205.9632,0.000120052,1.804,2.1,0,0,0.006,0.065,26.726,0.071,0.95,0.21,0.33,0.85,0.004674285,2.28195003236512E-05
2216,983205.9632,0.000129711,1.276,1.5,0,0,0.068,0.199,28.926,0.267,0.95,0.21,0.33,0.85,0.017577945,8.5816135554782E-05
2217,983205.9632,0.000132471,1.022,1.2,0,0,0.216,0.286,31.342,0.502,0.95,0.21,0.33,0.85,0.03304917,0.000161361038574
2218,983205.9632,0.000136611,1.237,1.4,0,0,0.388,0.327,33.677,0.715,0.95,0.21,0.33,0.85,0.047072025,0.000229864068356
2219,983205.9632,0.000132471,1.752,2,0,0,0.499,0.356,35.646,0.855,0.95,0.21,0.33,0.85,0.056288925,0.000274935615224
2220,983205.9632,0.000129711,2.32,2.7,0,0,0.461,0.411,36.961,0.872,0.95,0.21,0.33,0.85,0.05740812,0.000280479285061
2221,983205.9632,0.000136611,3.271,3.8,158,2.92405E-05,0.392,0.436,37.81,0.828,0.95,0.21,0.33,0.85,0.05451138,0.000266401380654
2222,983205.9632,0.000140751,4.188,4.9,414.8,7.67656E-05,0.346,0.412,38.21,0.758,0.95,0.21,0.33,0.85,0.04990293,0.000243944511957
2223,983205.9632,0.000133851,4.497,5.3,541,0.000100121,0.23,0.374,37.976,0.604,0.95,0.21,0.33,0.85,0.03976434,0.000194430656178
2224,983205.9632,0.000122812,3.996,4.7,360.4,6.6698E-05,0.076,0.292,37.04,0.368,0.95,0.21,0.33,0.85,0.02422728,0.000118484098983
2225,983205.9632,0.000137991,4.617,5.4,574,0.0001062282,0.02,0.162,36.306,0.182,0.95,0.21,0.33,0.85,0.01198197,5.86050579385059E-05
2226,983205.9632,0.000162829,5.211,6.1,848,0.0001569365,0.002,0.041,34.114,0.043,0.95,0.21,0.33,0.85,0.002830905,1.38470614603433E-05
2227,983205.9632,0.000157309,5.842,6.8,1191.6,0.0002205253,0,0,31.655,0,0.95,0.21,0.33,0.85,0,0
2228,983205.9632,0.00014903,6.01,7,1298,0.0002402164,0,0,30.291,0,0.95,0.21,0.33,0.85,0,0
2229,983205.9632,0.000129711,5.568,6.5,1032,0.0001909887,0,0,29.635,0,0.95,0.21,0.33,0.85,0,0
2230,983205.9632,0.000117292,5.415,6.3,940,0.0001739626,0,0,29.081,0,0.95,0.21,0.33,0.85,0,0
2231,983205.9632,0.000104873,6.182,7.2,1416.8,0.0002622023,0,0,28.293,0,0.95,0.21,0.33,0.85,0,0
2232,983205.9632,8.83141E-05,6.698,7.8,1787,0.000330714,0,0,27.803,0,0.95,0.21,0.33,0.85,0,0
2233,983205.9632,8.69342E-05,6.143,7.2,1416.8,0.0002622023,0,0,27.292,0,0.95,0.21,0.33,0.85,0,0
2234,983205.9632,8.83141E-05,6.571,7.7,1723,0.0003188697,0,0,26.832,0,0.95,0.21,0.33,0.85,0,0
2235,983205.9632,8.83141E-05,7.031,8.2,2049,0.0003792014,0,0,26.41,0,0.95,0.21,0.33,0.85,0,0
2236,983205.9632,9.24538E-05,6.979,8.2,2049,0.0003792014,0,0,26.071,0,0.95,0.21,0.33,0.85,0,0
2237,983205.9632,9.79734E-05,6.671,7.8,1787,0.000330714,0,0,25.743,0,0.95,0.21,0.33,0.85,0,0
2238,983205.9632,0.000103493,5.956,7,1298,0.0002402164,0,0,25.383,0,0.95,0.21,0.33,0.85,0,0
2239,983205.9632,0.000110393,4.83,5.6,646,0.000119553,0.001,0.033,25.243,0.034,0.95,0.21,0.33,0.85,0.00223839,1.09489909055749E-05
2240,983205.9632,0.000124192,3.593,4.2,238.8,4.41939E-05,0.005,0.118,25.762,0.123,0.95,0.21,0.33,0.85,0.008097705,3.96100184363703E-05
2241,983205.9632,0.000135231,2.585,3,33,6.1072E-06,0.018,0.234,26.996,0.252,0.95,0.21,0.33,0.85,0.01659042,8.11554474627973E-05
2242,983205.9632,0.000139371,1.865,2.2,0,0,0.032,0.328,28.327,0.36,0.95,0.21,0.33,0.85,0.0237006,0.000115945763149
2243,983205.9632,0.000132471,1.874,2.2,0,0,0.073,0.437,29.826,0.51,0.95,0.21,0.33,0.85,0.03357585,0.000164275544847
2244,983205.9632,0.000137991,2.63,3.1,47.2,8.7351E-06,0.164,0.504,31.572,0.668,0.95,0.21,0.33,0.85,0.04397778,0.00021520410563
2245,983205.9632,0.00014213,3.66,4.3,261.2,4.83394E-05,0.207,0.503,33.105,0.71,0.95,0.21,0.33,0.85,0.04674285,0.000228784137977
2246,983205.9632,0.000139371,3.866,4.5,306,5.66304E-05,0.165,0.469,34.04,0.634,0.95,0.21,0.33,0.85,0.04173939,0.00020434131833
2247,983205.9632,0.000136611,3.646,4.3,261.2,4.83394E-05,0.098,0.395,34.359,0.493,0.95,0.21,0.33,0.85,0.032456655,0.000158928800542
2248,983205.9632,0.000125572,3.418,4,194,3.59029E-05,0.047,0.286,34.104,0.333,0.95,0.21,0.33,0.85,0.021923055,0.000107366537429
2249,983205.9632,0.000137991,3.692,4.3,261.2,4.83394E-05,0.016,0.16,33.372,0.176,0.95,0.21,0.33,0.85,0.01158696,5.67523713462436E-05
2250,983205.9632,0.00015593,4.163,4.9,414.8,7.67656E-05,0.002,0.044,31.571,0.046,0.95,0.21,0.33,0.85,0.00302841,1.48338480033641E-05
2251,983205.9632,0.000161449,4.447,5.2,508,9.40138E-05,0,0,29.948,0,0.95,0.21,0.33,0.85,0,0
2252,983205.9632,0.00014489,4.258,5,442,8.17994E-05,0,0,29.054,0,0.95,0.21,0.33,0.85,0,0
2253,983205.9632,0.000131091,4.089,4.8,387.6,7.17318E-05,0,0,28.445,0,0.95,0.21,0.33,0.85,0,0
2254,983205.9632,0.000118672,3.752,4.4,283.6,5.24849E-05,0,0,27.906,0,0.95,0.21,0.33,0.85,0,0
2255,983205.9632,0.000103493,3.847,4.5,306,5.66304E-05,0,0,27.288,0,0.95,0.21,0.33,0.85,0,0
2256,983205.9632,9.10739E-05,4.091,4.8,387.6,7.17318E-05,0,0,26.688,0,0.95,0.21,0.33,0.85,0,0
2257,983205.9632,8.9694E-05,4.366,5.1,475,8.79066E-05,0,0,26.171,0,0.95,0.21,0.33,0.85,0,0
2258,983205.9632,8.83141E-05,6.239,7.3,1476.2,0.0002731953,0,0,25.739,0,0.95,0.21,0.33,0.85,0,0
2259,983205.9632,8.9694E-05,6.147,7.2,1416.8,0.0002622023,0,0,25.327,0,0.95,0.21,0.33,0.85,0,0
2260,983205.9632,9.10739E-05,5.373,6.3,940,0.0001739626,0,0,24.892,0,0.95,0.21,0.33,0.85,0,0
2261,983205.9632,9.79734E-05,4.475,5.2,508,9.40138E-05,0,0,24.385,0,0.95,0.21,0.33,0.85,0,0
2262,983205.9632,0.000103493,3.58,4.2,238.8,4.41939E-05,0,0.001,23.851,0.001,0.95,0.21,0.33,0.85,6.5835E-05,3.22479740210321E-07
2263,983205.9632,0.000114532,2.696,3.2,61.4,1.13631E-05,0.017,0.082,24.917,0.099,0.95,0.21,0.33,0.85,0.006517665,3.19255045761502E-05
2264,983205.9632,0.000126951,2.324,2.7,0,0,0.118,0.197,27.198,0.315,0.95,0.21,0.33,0.85,0.020738025,0.000101584394057
2265,983205.9632,0.000137991,2.607,3,33,6.1072E-06,0.265,0.274,29.788,0.539,0.95,0.21,0.33,0.85,0.035485065,0.000173839844802
2266,983205.9632,0.000140751,3.197,3.7,140,2.59093E-05,0.388,0.333,32.177,0.721,0.95,0.21,0.33,0.85,0.047467035,0.000232579444751
2267,983205.9632,0.000135231,4.017,4.7,360.4,6.6698E-05,0.442,0.387,34.152,0.829,0.95,0.21,0.33,0.85,0.054577215,0.00026748018501
2268,983205.9632,0.000132471,4.7,5.5,607,0.0001123354,0.416,0.436,35.577,0.852,0.95,0.21,0.33,0.85,0.05609142,0.000274974777842
2269,983205.9632,0.00014351,5.504,6.4,986,0.0001824756,0.318,0.468,36.457,0.786,0.95,0.21,0.33,0.85,0.05174631,0.000253743687884
2270,983205.9632,0.000140751,5.516,6.4,986,0.0001824756,0.165,0.458,36.542,0.623,0.95,0.21,0.33,0.85,0.041015205,0.000201173587942
2271,983205.9632,0.000135231,5.07,5.9,763,0.0001412058,0.051,0.352,35.926,0.403,0.95,0.21,0.33,0.85,0.026531505,0.000130159340225
2272,983205.9632,0.000129711,4.859,5.7,685,0.0001267706,0.014,0.208,34.887,0.222,0.95,0.21,0.33,0.85,0.01461537,7.17100124620373E-05
2273,983205.9632,0.00014213,4.857,5.7,685,0.0001267706,0.006,0.121,33.764,0.127,0.95,0.21,0.33,0.85,0.008361045,4.10262374094677E-05
2274,983205.9632,0.000162829,4.566,5.3,541,0.000100121,0.002,0.038,31.631,0.04,0.95,0.21,0.33,0.85,0.0026334,1.29221797261984E-05
2275,983205.9632,0.000158689,3.692,4.3,261.2,4.83394E-05,0,0,29.557,0,0.95,0.21,0.33,0.85,0,0
2276,983205.9632,0.00015041,2.774,3.2,61.4,1.13631E-05,0,0,28.585,0,0.95,0.21,0.33,0.85,0,0
2277,983205.9632,0.000137991,2.235,2.6,0,0,0,0,27.904,0,0.95,0.21,0.33,0.85,0,0
2278,983205.9632,0.000125572,2.384,2.8,0,0,0,0,27.518,0,0.95,0.21,0.33,0.85,0,0
2279,983205.9632,0.000102113,2.379,2.8,0,0,0,0,27.124,0,0.95,0.21,0.33,0.85,0,0
2280,983205.9632,9.65935E-05,2.518,2.9,0,0,0,0,26.715,0,0.95,0.21,0.33,0.85,0,0
2281,983205.9632,8.9694E-05,3.048,3.6,122,2.25781E-05,0,0,26.368,0,0.95,0.21,0.33,0.85,0,0
2282,983205.9632,8.9694E-05,3.237,3.8,158,2.92405E-05,0,0,26.098,0,0.95,0.21,0.33,0.85,0,0
2283,983205.9632,8.83141E-05,2.404,2.8,0,0,0,0,25.968,0,0.95,0.21,0.33,0.85,0,0
2284,983205.9632,9.10739E-05,1.27,1.5,0,0,0,0,25.916,0,0.95,0.21,0.33,0.85,0,0
2285,983205.9632,9.38337E-05,0,0,0,0,0,0,25.781,0,0.95,0.21,0.33,0.85,0,0
2286,983205.9632,0.000106253,0.001,0,0,0,0,0,25.438,0,0.95,0.21,0.33,0.85,0,0
2287,983205.9632,0.000110393,1.344,1.6,0,0,0.002,0.05,25.816,0.052,0.95,0.21,0.33,0.85,0.00342342,1.67990507244106E-05
2288,983205.9632,0.000124192,1.805,2.1,0,0,0.02,0.176,27.4,0.196,0.95,0.21,0.33,0.85,0.01290366,6.332056260966E-05
2289,983205.9632,0.000136611,2.116,2.5,0,0,0.06,0.302,29.402,0.362,0.95,0.21,0.33,0.85,0.02383227,0.000116956608129
2290,983205.9632,0.000140751,2.276,2.7,0,0,0.118,0.404,31.446,0.522,0.95,0.21,0.33,0.85,0.03436587,0.000168669863639
2291,983205.9632,0.00014351,2.463,2.9,0,0,0.162,0.469,33.208,0.631,0.95,0.21,0.33,0.85,0.041541885,0.000203924595084
2292,983205.9632,0.000140751,2.681,3.1,47.2,8.7351E-06,0.119,0.49,34.225,0.609,0.95,0.21,0.33,0.85,0.040093515,0.000196854847833
2293,983205.9632,0.000137991,3.061,3.6,122,2.25781E-05,0.11,0.485,34.906,0.595,0.95,0.21,0.33,0.85,0.039171825,0.000192367317472
2294,983205.9632,0.00014351,3.269,3.8,158,2.92405E-05,0.085,0.442,35.14,0.527,0.95,0.21,0.33,0.85,0.034695045,0.000170415263516
2295,983205.9632,0.000139371,3.291,3.8,158,2.92405E-05,0.055,0.363,34.963,0.418,0.95,0.21,0.33,0.85,0.02751903,0.000135191122407
