;Hour;Energy Demand;Water Demand;Factor Wind;Wind Output;Wind Usage;Wind Over;Factor PV;PV Output;PV Usage;PV Over;Dam Output;Storage;Turbine Water;River;Water Balance;Valve;Installed Wind;Installed PV
4256;4256;37,16;22694,8;0,14;1,84;0,0;1,84;0,19;15,33;0,0;15,33;37,16;6240000,0;763546,53;4273638,24;3487396,91;3487396,91;13,34;81,09
4257;4257;38,3;21129,64;0,09;1,16;0,0;1,16;0,19;15,55;0,0;15,55;38,3;6240000,0;786922,05;4276593,17;3468541,47;3468541,47;13,34;81,09
4258;4258;36,4;17999,33;0,1;1,36;0,0;1,36;0,2;15,89;0,0;15,89;36,4;6240000,0;747968,84;4279548,1;3513579,93;3513579,93;13,34;81,09
4259;4259;37,92;16121,14;0,17;2,26;0,0;2,26;0,2;16,57;0,0;16,57;37,92;6240000,0;779130,21;4282503,03;3487251,68;3487251,68;13,34;81,09
4260;4260;39,06;15495,07;0,31;4,18;0,0;4,18;0,22;17,81;0,0;17,81;39,06;6240000,0;802505,74;4285457,95;3467457,15;3467457,15;13,34;81,09
4261;4261;38,3;15338,56;0,55;7,37;0,0;7,37;0,2;16,32;0,0;16,32;38,3;6240000,0;786922,05;4288412,88;3486152,27;3486152,27;13,34;81,09
4262;4262;37,54;15182,04;0,62;8,23;0,0;8,23;0,16;13,07;0,0;13,07;37,54;6240000,0;771338,37;4291367,81;3504847,4;3504847,4;13,34;81,09
4263;4263;34,51;15025,52;0,47;6,3;0,0;6,3;0,1;8,41;0,0;8,41;34,51;6240000,0;709009,63;4294322,74;3570287,58;3570287,58;13,34;81,09
4264;4264;37,92;16434,17;0,34;4,59;0,0;4,59;0,04;3,08;0,0;3,08;37,92;6240000,0;779130,21;4297277,67;3501713,29;3501713,29;13,34;81,09
4265;4265;42,85;18781,91;0,28;3,77;0,0;3,77;0,0;0,13;0,0;0,13;42,85;6240000,0;880418,16;4300232,6;3401032,53;3401032,53;13,34;81,09
4266;4266;44,37;21912,22;0,3;3,97;0,0;3,97;0,0;0,0;0,0;0,0;44,37;6240000,0;911585,53;4303187,53;3369689,78;3369689,78;13,34;81,09
4267;4267;39,82;23164,35;0,33;4,38;0,0;4,38;0,0;0,0;0,0;0,0;39,82;6240000,0;818089,42;4306142,45;3464888,68;3464888,68;13,34;81,09
4268;4268;36,02;22225,25;0,45;6,03;0,0;6,03;0,0;0,0;0,0;0,0;36,02;6240000,0;740177,0;4309097,38;3546695,13;3546695,13;13,34;81,09
4269;4269;32,61;20347,06;0,47;6,3;0,0;6,3;0,0;0,0;0,0;0,0;32,61;6240000,0;670050,42;4312052,31;3621654,82;3621654,82;13,34;81,09
4270;4270;28,44;17216,75;0,41;5,53;0,0;5,53;0,0;0,0;0,0;0,0;28,44;6240000,0;584349,16;4315007,24;3713441,33;3713441,33;13,34;81,09
4271;4271;25,03;12521,27;0,2;2,7;0,0;2,7;0,0;0,0;0,0;0,0;25,03;6240000,0;514226,78;4317962,17;3791214,12;3791214,12;13,34;81,09
4272;4272;24,65;10956,11;0,15;1,96;0,0;1,96;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4320917,1;3803525,45;3803525,45;13,34;81,09
4273;4273;24,27;7825,79;0,2;2,7;0,0;2,7;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;4323872,02;3817401,94;3817401,94;13,34;81,09
4274;4274;24,65;5947,6;0,41;5,53;0,0;5,53;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4326826,95;3814443,81;3814443,81;13,34;81,09
4275;4275;25,03;4695,48;0,53;7,09;0,0;7,09;0,0;0,0;0,0;0,0;25,03;6240000,0;514226,78;4329781,88;3810859,63;3810859,63;13,34;81,09
4276;4276;26,92;5947,6;0,62;8,23;0,0;8,23;0,0;0,26;0,0;0,26;26,92;6240000,0;553183,59;4332736,81;3773605,62;3773605,62;13,34;81,09
4277;4277;28,44;9077,92;0,6;7,94;0,0;7,94;0,04;3,03;0,0;3,03;28,44;6240000,0;584349,16;4335691,74;3742264,66;3742264,66;13,34;81,09
4278;4278;31,47;17373,26;0,51;6,83;0,0;6,83;0,06;4,61;0,0;4,61;31,47;6240000,0;646680,89;4338646,67;3674592,51;3674592,51;13,34;81,09
4279;4279;34,89;21599,19;0,38;5,06;0,0;5,06;0,08;6,24;0,0;6,24;34,89;6240000,0;716801,47;4341601,59;3603200,93;3603200,93;13,34;81,09
4280;4280;37,92;22694,8;0,3;3,97;0,0;3,97;0,11;8,54;0,0;8,54;37,92;6240000,0;779130,21;4344556,52;3542731,51;3542731,51;13,34;81,09
4281;4281;38,68;21129,64;0,27;3,57;0,0;3,57;0,14;11,02;0,0;11,02;38,68;6240000,0;794713,9;4347511,45;3531667,91;3531667,91;13,34;81,09
4282;4282;37,16;17999,33;0,28;3,77;0,0;3,77;0,15;12,21;0,0;12,21;37,16;6240000,0;763546,53;4350466,38;3568920,52;3568920,52;13,34;81,09
4283;4283;36,4;16121,14;0,36;4,82;0,0;4,82;0,15;12,21;0,0;12,21;36,4;6240000,0;747968,84;4353421,31;3589331,33;3589331,33;13,34;81,09
4284;4284;39,44;15495,07;0,4;5,3;0,0;5,3;0,13;10,93;0,0;10,93;39,44;6240000,0;810297,58;4356376,24;3530583,59;3530583,59;13,34;81,09
4285;4285;38,68;15338,56;0,43;5,77;0,0;5,77;0,11;8,88;0,0;8,88;38,68;6240000,0;794713,9;4359331,16;3549278,71;3549278,71;13,34;81,09
4286;4286;37,16;15182,04;0,36;4,82;0,0;4,82;0,07;5,59;0,0;5,59;37,16;6240000,0;763546,53;4362286,09;3583557,52;3583557,52;13,34;81,09
4287;4287;35,64;15025,52;0,27;3,57;0,0;3,57;0,04;3,29;0,0;3,29;35,64;6240000,0;732385,16;4365241,02;3617830,34;3617830,34;13,34;81,09
4288;4288;39,06;16434,17;0,33;4,38;0,0;4,38;0,01;1,2;0,0;1,2;39,06;6240000,0;802505,74;4368195,95;3549256,05;3549256,05;13,34;81,09
4289;4289;44,75;18781,91;0,45;6,03;0,0;6,03;0,0;0,04;0,0;0,04;44,75;6240000,0;919377,37;4371150,88;3432991,61;3432991,61;13,34;81,09
4290;4290;43,61;21912,22;0,53;7,09;0,0;7,09;0,0;0,0;0,0;0,0;43,61;6240000,0;896001,84;4374105,81;3456191,74;3456191,74;13,34;81,09
4291;4291;41,33;23164,35;0,6;7,94;0,0;7,94;0,0;0,0;0,0;0,0;41,33;6240000,0;849250,79;4377060,74;3504645,59;3504645,59;13,34;81,09
4292;4292;37,92;22225,25;0,55;7,37;0,0;7,37;0,0;0,0;0,0;0,0;37,92;6240000,0;779130,21;4380015,66;3578660,2;3578660,2;13,34;81,09
4293;4293;34,51;20347,06;0,49;6,56;0,0;6,56;0,0;0,0;0,0;0,0;34,51;6240000,0;709009,63;4382970,59;3653613,9;3653613,9;13,34;81,09
4294;4294;28,06;17216,75;0,51;6,83;0,0;6,83;0,0;0,0;0,0;0,0;28,06;6240000,0;576557,32;4385925,52;3792151,46;3792151,46;13,34;81,09
4295;4295;26,54;12521,27;0,36;4,82;0,0;4,82;0,0;0,0;0,0;0,0;26,54;6240000,0;545392,35;4388880,45;3830966,83;3830966,83;13,34;81,09
4296;4296;24,65;10956,11;0,27;3,57;0,0;3,57;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4391835,38;3874443,73;3874443,73;13,34;81,09
4297;4297;24,65;7825,79;0,3;3,97;0,0;3,97;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4394790,31;3880528,98;3880528,98;13,34;81,09
4298;4298;24,27;5947,6;0,36;4,82;0,0;4,82;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;4397745,23;3893153,34;3893153,34;13,34;81,09
4299;4299;25,03;4695,48;0,41;5,53;0,0;5,53;0,0;0,0;0,0;0,0;25,03;6240000,0;514226,78;4400700,16;3881777,91;3881777,91;13,34;81,09
4300;4300;25,79;5947,6;0,45;6,03;0,0;6,03;0,0;0,13;0,0;0,13;25,79;6240000,0;529809,86;4403655,09;3867897,62;3867897,62;13,34;81,09
4301;4301;29,2;9077,92;0,53;7,09;0,0;7,09;0,02;1,49;0,0;1,49;29,2;6240000,0;599929,84;4406610,02;3797602,25;3797602,25;13,34;81,09
4302;4302;30,34;17373,26;0,43;5,77;0,0;5,77;0,05;3,93;0,0;3,93;30,34;6240000,0;623305,37;4409564,95;3768886,32;3768886,32;13,34;81,09
4303;4303;34,13;21599,19;0,27;3,57;0,0;3,57;0,08;6,58;0,0;6,58;34,13;6240000,0;701217,79;4412519,88;3689702,89;3689702,89;13,34;81,09
4304;4304;37,54;22694,8;0,24;3,22;0,0;3,22;0,11;9,23;0,0;9,23;37,54;6240000,0;771338,37;4415474,8;3621441,63;3621441,63;13,34;81,09
4305;4305;38,68;21129,64;0,24;3,22;0,0;3,22;0,15;11,79;0,0;11,79;38,68;6240000,0;794713,9;4418429,73;3602586,19;3602586,19;13,34;81,09
4306;4306;39,44;17999,33;0,18;2,4;0,0;2,4;0,17;13,41;0,0;13,41;39,44;6240000,0;810297,58;4421384,66;3593087,76;3593087,76;13,34;81,09
4307;4307;38,68;16121,14;0,27;3,57;0,0;3,57;0,17;14,18;0,0;14,18;38,68;6240000,0;794713,9;4424339,59;3613504,56;3613504,56;13,34;81,09
4308;4308;37,92;15495,07;0,47;6,3;0,0;6,3;0,17;13,67;0,0;13,67;37,92;6240000,0;779130,21;4427294,52;3632669,23;3632669,23;13,34;81,09
4309;4309;39,44;15338,56;0,41;5,53;0,0;5,53;0,15;11,79;0,0;11,79;39,44;6240000,0;810297,58;4430249,45;3604613,31;3604613,31;13,34;81,09
4310;4310;38,3;15182,04;0,33;4,38;0,0;4,38;0,11;9,1;0,0;9,1;38,3;6240000,0;786922,05;4433204,38;3631100,28;3631100,28;13,34;81,09
4311;4311;34,51;15025,52;0,31;4,18;0,0;4,18;0,07;5,47;0,0;5,47;34,51;6240000,0;709009,63;4436159,3;3712124,15;3712124,15;13,34;81,09
4312;4312;35,64;16434,17;0,28;3,77;0,0;3,77;0,02;1,88;0,0;1,88;35,64;6240000,0;732385,16;4439114,23;3690294,91;3690294,91;13,34;81,09
4313;4313;41,33;18781,91;0,28;3,77;0,0;3,77;0,0;0,09;0,0;0,09;41,33;6240000,0;849250,79;4442069,16;3574036,46;3574036,46;13,34;81,09
4314;4314;43,99;21912,22;0,28;3,77;0,0;3,77;0,0;0,0;0,0;0,0;43,99;6240000,0;903793,68;4445024,09;3519318,18;3519318,18;13,34;81,09
4315;4315;40,95;23164,35;0,31;4,18;0,0;4,18;0,0;0,0;0,0;0,0;40,95;6240000,0;841464,94;4447979,02;3583349,72;3583349,72;13,34;81,09
4316;4316;37,54;22225,25;0,36;4,82;0,0;4,82;0,0;0,0;0,0;0,0;37,54;6240000,0;771338,37;4450933,95;3657370,32;3657370,32;13,34;81,09
4317;4317;34,13;20347,06;0,4;5,3;0,0;5,3;0,0;0,0;0,0;0,0;34,13;6240000,0;701217,79;4453888,87;3732324,02;3732324,02;13,34;81,09
4318;4318;30,71;17216,75;0,4;5,3;0,0;5,3;0,0;0,0;0,0;0,0;30,71;6240000,0;631097,21;4456843,8;3808529,85;3808529,85;13,34;81,09
4319;4319;27,3;12521,27;0,33;4,38;0,0;4,38;0,0;0,0;0,0;0,0;27,3;6240000,0;560974,83;4459798,73;3886302,63;3886302,63;13,34;81,09
4320;4320;24,65;10956,11;0,19;2,55;0,0;2,55;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4462753,66;3945362,01;3945362,01;13,34;81,09
4321;4321;24,27;7825,79;0,19;2,55;0,0;2,55;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;4465708,59;3959238,5;3959238,5;13,34;81,09
4322;4322;24,65;5947,6;0,22;2,87;0,0;2,87;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4468663,52;3956280,38;3956280,38;13,34;81,09
4323;4323;25,03;4695,48;0,27;3,57;0,0;3,57;0,0;0,0;0,0;0,0;25,03;6240000,0;514226,78;4471618,44;3952696,19;3952696,19;13,34;81,09
4324;4324;25,41;5947,6;0,31;4,18;0,0;4,18;0,0;0,17;0,0;0,17;25,41;6240000,0;522018,62;4474573,37;3946607,15;3946607,15;13,34;81,09
4325;4325;26,16;9077,92;0,33;4,38;0,0;4,38;0,03;2,22;0,0;2,22;26,16;6240000,0;537601,11;4477528,3;3930849,28;3930849,28;13,34;81,09
4326;4326;29,96;17373,26;0,25;3,39;0,0;3,39;0,07;5,47;0,0;5,47;29,96;6240000,0;615513,53;4480483,23;3847596,44;3847596,44;13,34;81,09
4327;4327;32,99;21599,19;0,18;2,4;0,0;2,4;0,1;8,24;0,0;8,24;32,99;6240000,0;677842,27;4483438,16;3783996,7;3783996,7;13,34;81,09
4328;4328;33,37;22694,8;0,15;1,96;0,0;1,96;0,12;10,12;0,0;10,12;33,37;6240000,0;685634,11;4486393,09;3778064,18;3778064,18;13,34;81,09
4329;4329;33,37;21129,64;0,1;1,36;0,0;1,36;0,13;10,93;0,0;10,93;33,37;6240000,0;685634,11;4489348,02;3782584,26;3782584,26;13,34;81,09
4330;4330;31,47;17999,33;0,06;0,78;0,0;0,78;0,15;11,87;0,0;11,87;31,47;6240000,0;646680,89;4492302,94;3827622,72;3827622,72;13,34;81,09
4331;4331;32,23;16121,14;0,04;0,54;0,0;0,54;0,16;12,68;0,0;12,68;32,23;6240000,0;662264,58;4495257,87;3816872,16;3816872,16;13,34;81,09
4332;4332;33,75;15495,07;0,07;0,96;0,0;0,96;0,15;12,43;0,0;12,43;33,75;6240000,0;693425,95;4498212,8;3789291,78;3789291,78;13,34;81,09
4333;4333;33,75;15338,56;0,13;1,72;0,0;1,72;0,14;11,49;0,0;11,49;33,75;6240000,0;693425,95;4501167,73;3792403,22;3792403,22;13,34;81,09
4334;4334;32,61;15182,04;0,23;3,04;0,0;3,04;0,13;10,59;0,0;10,59;32,61;6240000,0;670050,42;4504122,66;3818890,19;3818890,19;13,34;81,09
4335;4335;30,34;15025,52;0,36;4,82;0,0;4,82;0,09;7,3;0,0;7,3;30,34;6240000,0;623305,37;4507077,59;3868746,69;3868746,69;13,34;81,09
4336;4336;31,47;16434,17;0,38;5,06;0,0;5,06;0,04;3,33;0,0;3,33;31,47;6240000,0;646680,89;4510032,51;3846917,45;3846917,45;13,34;81,09
4337;4337;34,89;18781,91;0,38;5,06;0,0;5,06;0,0;0,17;0,0;0,17;34,89;6240000,0;716801,47;4512987,44;3777404,06;3777404,06;13,34;81,09
4338;4338;37,92;21912,22;0,43;5,77;0,0;5,77;0,0;0,0;0,0;0,0;37,92;6240000,0;779130,21;4515942,37;3714899,94;3714899,94;13,34;81,09
4339;4339;40,57;23164,35;0,36;4,82;0,0;4,82;0,0;0,0;0,0;0,0;40,57;6240000,0;833673,1;4518897,3;3662059,85;3662059,85;13,34;81,09
4340;4340;39,82;22225,25;0,31;4,18;0,0;4,18;0,0;0,0;0,0;0,0;39,82;6240000,0;818089,42;4521852,23;3681537,55;3681537,55;13,34;81,09
4341;4341;34,13;20347,06;0,45;6,03;0,0;6,03;0,0;0,0;0,0;0,0;34,13;6240000,0;701217,79;4524807,16;3803242,3;3803242,3;13,34;81,09
4342;4342;30,71;17216,75;0,47;6,3;0,0;6,3;0,0;0,0;0,0;0,0;30,71;6240000,0;631097,21;4527762,08;3879448,13;3879448,13;13,34;81,09
4343;4343;27,3;12521,27;0,18;2,4;0,0;2,4;0,0;0,0;0,0;0,0;27,3;6240000,0;560974,83;4530717,01;3957220,91;3957220,91;13,34;81,09
4344;4344;25,41;10956,11;0,16;2,11;0,0;2,11;0,0;0,0;0,0;0,0;25,41;6240000,0;522018,62;4533671,94;4000697,21;4000697,21;13,34;81,09
4345;4345;25,03;7825,79;0,31;4,18;0,0;4,18;0,0;0,0;0,0;0,0;25,03;6240000,0;514226,78;4537195,98;4015143,4;4015143,4;13,34;81,09
4346;4346;24,65;5947,6;0,45;6,03;0,0;6,03;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4540720,01;4028336,87;4028336,87;13,34;81,09
4347;4347;24,65;4695,48;0,51;6,83;0,0;6,83;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4544244,05;4033113,04;4033113,04;13,34;81,09
4348;4348;25,03;5947,6;0,47;6,3;0,0;6,3;0,0;0,3;0,0;0,3;25,03;6240000,0;514226,78;4547768,08;4027593,7;4027593,7;13,34;81,09
4349;4349;25,03;9077,92;0,4;5,3;0,0;5,3;0,05;4,19;0,0;4,19;25,03;6240000,0;514226,78;4551292,12;4027987,42;4027987,42;13,34;81,09
4350;4350;25,41;17373,26;0,33;4,38;0,0;4,38;0,13;10,34;0,0;10,34;25,41;6240000,0;522018,62;4554816,16;4015424,27;4015424,27;13,34;81,09
4351;4351;26,92;21599,19;0,28;3,77;0,0;3,77;0,19;15,63;0,0;15,63;26,92;6240000,0;553183,59;4558340,19;3983557,41;3983557,41;13,34;81,09
4352;4352;26,92;22694,8;0,23;3,04;0,0;3,04;0,26;20,84;0,0;20,84;26,92;6240000,0;553183,59;4561864,23;3985985,84;3985985,84;13,34;81,09
4353;4353;27,3;21129,64;0,18;2,4;0,0;2,4;0,33;27,04;0,0;27,04;27,3;6240000,0;560974,83;4565388,26;3983283,79;3983283,79;13,34;81,09
4354;4354;26,54;17999,33;0,19;2,55;0,0;2,55;0,38;30,54;0,0;30,54;26,54;6240000,0;545392,35;4568912,3;4005520,63;4005520,63;13,34;81,09
4355;4355;25,79;16121,14;0,22;2,87;0,0;2,87;0,39;31,35;0,0;31,35;25,79;6240000,0;529809,86;4572436,33;4026505,34;4026505,34;13,34;81,09
4356;4356;25,41;15495,07;0,23;3,04;0,0;3,04;0,37;29,64;0,0;29,64;25,41;6240000,0;522018,62;4575960,37;4038446,68;4038446,68;13,34;81,09
4357;4357;26,54;15338,56;0,22;2,87;0,0;2,87;0,31;25,41;0,0;25,41;26,54;6240000,0;545392,35;4579484,41;4018753,5;4018753,5;13,34;81,09
4358;4358;26,92;15182,04;0,15;1,96;0,0;1,96;0,24;19,13;0,0;19,13;26,92;6240000,0;553183,59;4583008,44;4014642,81;4014642,81;13,34;81,09
4359;4359;28,06;15025,52;0,07;0,96;0,0;0,96;0,12;10,12;0,0;10,12;28,06;6240000,0;576557,32;4586532,48;3994949,64;3994949,64;13,34;81,09
4360;4360;29,2;16434,17;0,04;0,54;0,0;0,54;0,05;3,84;0,0;3,84;29,2;6240000,0;599929,84;4590056,51;3973692,5;3973692,5;13,34;81,09
4361;4361;38,68;18781,91;0,04;0,54;0,0;0,54;0,0;0,17;0,0;0,17;38,68;6240000,0;794713,9;4593580,55;3780084,75;3780084,75;13,34;81,09
4362;4362;40,95;21912,22;0,08;1,06;0,0;1,06;0,0;0,0;0,0;0,0;40,95;6240000,0;841464,94;4597104,58;3733727,42;3733727,42;13,34;81,09
4363;4363;39,44;23164,35;0,14;1,84;0,0;1,84;0,0;0,0;0,0;0,0;39,44;6240000,0;810297,58;4600628,62;3767166,69;3767166,69;13,34;81,09
4364;4364;36,02;22225,25;0,15;1,96;0,0;1,96;0,0;0,0;0,0;0,0;36,02;6240000,0;740177,0;4604152,66;3841750,4;3841750,4;13,34;81,09
4365;4365;32,99;20347,06;0,11;1,48;0,0;1,48;0,0;0,0;0,0;0,0;32,99;6240000,0;677842,27;4607676,69;3909487,36;3909487,36;13,34;81,09
4366;4366;28,82;17216,75;0,08;1,06;0,0;1,06;0,0;0,0;0,0;0,0;28,82;6240000,0;592140,4;4611200,73;4001843,58;4001843,58;13,34;81,09
4367;4367;25,41;12521,27;0,08;1,06;0,0;1,06;0,0;0,0;0,0;0,0;25,41;6240000,0;522018,62;4614724,76;4080184,87;4080184,87;13,34;81,09
4368;4368;23,13;10956,11;0,17;2,26;0,0;2,26;0,0;0,0;0,0;0,0;23,13;6240000,0;475270,57;4618248,8;4132022,12;4132022,12;13,34;81,09
4369;4369;23,89;7825,79;0,08;1,06;0,0;1,06;0,0;0,0;0,0;0,0;23,89;6240000,0;490853,05;4621772,83;4123093,99;4123093,99;13,34;81,09
4370;4370;25,79;5947,6;0,03;0,4;0,0;0,4;0,0;0,0;0,0;0,0;25,79;6240000,0;529809,86;4625296,87;4089539,4;4089539,4;13,34;81,09
4371;4371;28,82;4695,48;0,03;0,4;0,0;0,4;0,0;0,0;0,0;0,0;28,82;6240000,0;592140,4;4628820,91;4031985,03;4031985,03;13,34;81,09
4372;4372;32,23;5947,6;0,03;0,46;0,0;0,46;0,0;0,38;0,0;0,38;32,23;6240000,0;662264,58;4632344,94;3964132,76;3964132,76;13,34;81,09
4373;4373;34,51;9077,92;0,03;0,4;0,0;0,4;0,07;5,55;0,0;5,55;34,51;6240000,0;709009,63;4635868,98;3917781,42;3917781,42;13,34;81,09
4374;4374;35,64;17373,26;0,03;0,34;0,0;0,34;0,15;12,21;0,0;12,21;35,64;6240000,0;732385,16;4639393,01;3889634,59;3889634,59;13,34;81,09
4375;4375;37,16;21599,19;0,01;0,15;0,0;0,15;0,19;15,38;0,0;15,38;37,16;6240000,0;763546,53;4642917,05;3857771,33;3857771,33;13,34;81,09
4376;4376;36,02;22694,8;0,01;0,15;0,0;0,15;0,21;16,83;0,0;16,83;36,02;6240000,0;740177,0;4646441,08;3883569,28;3883569,28;13,34;81,09
4377;4377;35,64;21129,64;0,01;0,15;0,0;0,15;0,22;18,07;0,0;18,07;35,64;6240000,0;732385,16;4649965,12;3896450,32;3896450,32;13,34;81,09
4378;4378;35,64;17999,33;0,0;0,0;0,0;0,0;0,24;19,86;0,0;19,86;35,64;6240000,0;732385,16;4653489,16;3903104,67;3903104,67;13,34;81,09
4379;4379;38,3;16121,14;0,03;0,34;0,0;0,34;0,24;19,82;0,0;19,82;38,3;6240000,0;786922,05;4657013,19;3853970,0;3853970,0;13,34;81,09
4380;4380;37,16;15495,07;0,06;0,86;0,0;0,86;0,23;18,28;0,0;18,28;37,16;6240000,0;763546,53;4660537,23;3881495,63;3881495,63;13,34;81,09
4381;4381;34,51;15338,56;0,08;1,06;0,0;1,06;0,18;14,91;0,0;14,91;34,51;6240000,0;709009,63;4664061,26;3939713,07;3939713,07;13,34;81,09
4382;4382;34,13;15182,04;0,08;1,06;0,0;1,06;0,13;10,85;0,0;10,85;34,13;6240000,0;701217,79;4667585,3;3951185,47;3951185,47;13,34;81,09
4383;4383;34,13;15025,52;0,05;0,62;0,0;0,62;0,08;6,24;0,0;6,24;34,13;6240000,0;701217,79;4671109,33;3954866,02;3954866,02;13,34;81,09
4384;4384;37,54;16434,17;0,02;0,21;0,0;0,21;0,03;2,14;0,0;2,14;37,54;6240000,0;771338,37;4674633,37;3886860,83;3886860,83;13,34;81,09
4385;4385;40,95;18781,91;0,02;0,27;0,0;0,27;0,0;0,09;0,0;0,09;40,95;6240000,0;841464,94;4678157,41;3817910,56;3817910,56;13,34;81,09
4386;4386;45,12;21912,22;0,04;0,54;0,0;0,54;0,0;0,0;0,0;0,0;45,12;6240000,0;927169,21;4681681,44;3732600,01;3732600,01;13,34;81,09
4387;4387;43,61;23164,35;0,06;0,86;0,0;0,86;0,0;0,0;0,0;0,0;43,61;6240000,0;896001,84;4685205,48;3766039,29;3766039,29;13,34;81,09
4388;4388;40,19;22225,25;0,06;0,86;0,0;0,86;0,0;0,0;0,0;0,0;40,19;6240000,0;825881,26;4688729,51;3840623,0;3840623,0;13,34;81,09
4389;4389;36,02;20347,06;0,05;0,62;0,0;0,62;0,0;0,0;0,0;0,0;36,02;6240000,0;740177,0;4692253,55;3931729,49;3931729,49;13,34;81,09
4390;4390;32,61;17216,75;0,03;0,34;0,0;0,34;0,0;0,0;0,0;0,0;32,61;6240000,0;670050,42;4695777,58;4008510,41;4008510,41;13,34;81,09
4391;4391;24,27;12521,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;4699301,62;4188136,05;4188136,05;13,34;81,09
4392;4392;23,51;10956,11;0,05;0,62;0,0;0,62;0,0;0,0;0,0;0,0;23,51;6240000,0;483061,81;4702825,66;4208807,73;4208807,73;13,34;81,09
4393;4393;23,13;7825,79;0,12;1,6;0,0;1,6;0,0;0,0;0,0;0,0;23,13;6240000,0;475270,57;4706349,69;4223253,33;4223253,33;13,34;81,09
4394;4394;23,13;5947,6;0,15;1,96;0,0;1,96;0,0;0,0;0,0;0,0;23,13;6240000,0;475270,57;4709873,73;4228655,56;4228655,56;13,34;81,09
4395;4395;24,27;4695,48;0,18;2,4;0,0;2,4;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;4713397,76;4210057,99;4210057,99;13,34;81,09
4396;4396;26,54;5947,6;0,23;3,04;0,0;3,04;0,0;0,26;0,0;0,26;26,54;6240000,0;545392,35;4716921,8;4165581,85;4165581,85;13,34;81,09
4397;4397;29,58;9077,92;0,27;3,57;0,0;3,57;0,05;3,67;0,0;3,67;29,58;6240000,0;607721,69;4720445,83;4103646,23;4103646,23;13,34;81,09
4398;4398;32,99;17373,26;0,27;3,57;0,0;3,57;0,11;8,76;0,0;8,76;32,99;6240000,0;677842,27;4723969,87;4028754,34;4028754,34;13,34;81,09
4399;4399;35,64;21599,19;0,18;2,4;0,0;2,4;0,17;14,01;0,0;14,01;35,64;6240000,0;732385,16;4727493,91;3973509,56;3973509,56;13,34;81,09
4400;4400;36,4;22694,8;0,12;1,6;0,0;1,6;0,24;19,48;0,0;19,48;36,4;6240000,0;747968,84;4731017,94;3960354,3;3960354,3;13,34;81,09
4401;4401;37,54;21129,64;0,12;1,6;0,0;1,6;0,27;21,61;0,0;21,61;37,54;6240000,0;771338,37;4734541,98;3942073,96;3942073,96;13,34;81,09
4402;4402;36,4;17999,33;0,11;1,48;0,0;1,48;0,28;22,76;0,0;22,76;36,4;6240000,0;747968,84;4738066,01;3972097,85;3972097,85;13,34;81,09
4403;4403;35,64;16121,14;0,17;2,26;0,0;2,26;0,24;19,86;0,0;19,86;35,64;6240000,0;732385,16;4741590,05;3993083,76;3993083,76;13,34;81,09
4404;4404;37,54;15495,07;0,28;3,77;0,0;3,77;0,2;16,27;0,0;16,27;37,54;6240000,0;771338,37;4745114,08;3958280,64;3958280,64;13,34;81,09
4405;4405;38,68;15338,56;0,34;4,59;0,0;4,59;0,14;11,19;0,0;11,19;38,68;6240000,0;794713,9;4748638,12;3938585,67;3938585,67;13,34;81,09
4406;4406;36,78;15182,04;0,34;4,59;0,0;4,59;0,1;8,33;0,0;8,33;36,78;6240000,0;755760,68;4752162,16;3981219,43;3981219,43;13,34;81,09
4407;4407;33,75;15025,52;0,34;4,59;0,0;4,59;0,07;5,51;0,0;5,51;33,75;6240000,0;693425,95;4755686,19;4047234,72;4047234,72;13,34;81,09
4408;4408;37,92;16434,17;0,4;5,3;0,0;5,3;0,02;1,88;0,0;1,88;37,92;6240000,0;779130,21;4759210,23;3963645,85;3963645,85;13,34;81,09
4409;4409;44,75;18781,91;0,28;3,77;0,0;3,77;0,0;0,09;0,0;0,09;44,75;6240000,0;919377,37;4762734,26;3824574,99;3824574,99;13,34;81,09
4410;4410;43,23;21912,22;0,02;0,21;0,0;0,21;0,0;0,0;0,0;0,0;43,23;6240000,0;888210,0;4766258,3;3856136,08;3856136,08;13,34;81,09
4411;4411;40,95;23164,35;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;40,95;6240000,0;841464,94;4769782,33;3905153,04;3905153,04;13,34;81,09
4412;4412;35,64;22225,25;0,17;2,26;0,0;2,26;0,0;0,0;0,0;0,0;35,64;6240000,0;732385,16;4773306,37;4018695,96;4018695,96;13,34;81,09
