;Hour;Energy Demand;Water Demand;Factor Wind;Wind Output;Wind Usage;Wind Over;Factor PV;PV Output;PV Usage;PV Over;Dam Output;Storage;Turbine Water;River;Water Balance;Valve;Installed Wind;Installed PV
6471;6471;35,64;15025,52;0,1;1,36;0,0;1,36;0,11;8,97;0,0;8,97;35,64;6240000,0;732385,16;4540841,15;3793430,47;3793430,47;13,34;81,09
6472;6472;39,06;16434,17;0,06;0,86;0,0;0,86;0,02;1,96;0,0;1,96;39,06;6240000,0;802505,74;4536706,53;3717766,62;3717766,62;13,34;81,09
6473;6473;44,75;18781,91;0,01;0,15;0,0;0,15;0,0;0,0;0,0;0,0;44,75;6240000,0;919377,37;4532571,9;3594412,63;3594412,63;13,34;81,09
6474;6474;43,61;21912,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,61;6240000,0;896001,84;4528437,28;3610523,22;3610523,22;13,34;81,09
6475;6475;41,33;23164,35;0,02;0,27;0,0;0,27;0,0;0,0;0,0;0,0;41,33;6240000,0;849250,79;4524302,66;3651887,51;3651887,51;13,34;81,09
6476;6476;37,92;22225,25;0,06;0,86;0,0;0,86;0,0;0,0;0,0;0,0;37,92;6240000,0;779130,21;4520168,03;3718812,57;3718812,57;13,34;81,09
6477;6477;34,51;20347,06;0,09;1,16;0,0;1,16;0,0;0,0;0,0;0,0;34,51;6240000,0;709009,63;4516033,41;3786676,71;3786676,71;13,34;81,09
6478;6478;28,06;17216,75;0,07;0,96;0,0;0,96;0,0;0,0;0,0;0,0;28,06;6240000,0;576557,32;4511898,78;3918124,72;3918124,72;13,34;81,09
6479;6479;26,54;12521,27;0,09;1,26;0,0;1,26;0,0;0,0;0,0;0,0;26,54;6240000,0;545392,35;4507764,16;3949850,54;3949850,54;13,34;81,09
6480;6480;24,65;10956,11;0,06;0,86;0,0;0,86;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4503629,54;3986237,89;3986237,89;13,34;81,09
6481;6481;24,65;7825,79;0,06;0,78;0,0;0,78;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4499494,91;3985233,58;3985233,58;13,34;81,09
6482;6482;24,27;5947,6;0,06;0,86;0,0;0,86;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;4495360,29;3990768,39;3990768,39;13,34;81,09
6483;6483;25,03;4695,48;0,09;1,26;0,0;1,26;0,0;0,0;0,0;0,0;25,03;6240000,0;514226,78;4491225,67;3972303,41;3972303,41;13,34;81,09
6484;6484;25,79;5947,6;0,1;1,36;0,0;1,36;0,0;0,0;0,0;0,0;25,79;6240000,0;529809,86;4487091,04;3951333,58;3951333,58;13,34;81,09
6485;6485;29,2;9077,92;0,09;1,26;0,0;1,26;0,01;1,11;0,0;1,11;29,2;6240000,0;599929,84;4482956,42;3873948,65;3873948,65;13,34;81,09
6486;6486;30,34;17373,26;0,09;1,16;0,0;1,16;0,04;3,5;0,0;3,5;30,34;6240000,0;623305,37;4478821,79;3838143,16;3838143,16;13,34;81,09
6487;6487;34,13;21599,19;0,06;0,78;0,0;0,78;0,06;5,17;0,0;5,17;34,13;6240000,0;701217,79;4474687,17;3751870,19;3751870,19;13,34;81,09
6488;6488;37,54;22694,8;0,03;0,46;0,0;0,46;0,11;9,1;0,0;9,1;37,54;6240000,0;771338,37;4470552,55;3676519,37;3676519,37;13,34;81,09
6489;6489;38,68;21129,64;0,03;0,46;0,0;0,46;0,17;13,45;0,0;13,45;38,68;6240000,0;794713,9;4466417,92;3650574,38;3650574,38;13,34;81,09
6490;6490;39,44;17999,33;0,06;0,78;0,0;0,78;0,22;17,77;0,0;17,77;39,44;6240000,0;810297,58;4462283,3;3633986,39;3633986,39;13,34;81,09
6491;6491;38,68;16121,14;0,16;2,11;0,0;2,11;0,27;21,65;0,0;21,65;38,68;6240000,0;794713,9;4458148,67;3647313,64;3647313,64;13,34;81,09
6492;6492;37,92;15495,07;0,23;3,04;0,0;3,04;0,26;21,4;0,0;21,4;37,92;6240000,0;779130,21;4454014,05;3659388,77;3659388,77;13,34;81,09
6493;6493;39,44;15338,56;0,2;2,7;0,0;2,7;0,25;19,99;0,0;19,99;39,44;6240000,0;810297,58;4449879,43;3624243,29;3624243,29;13,34;81,09
6494;6494;38,3;15182,04;0,15;1,96;0,0;1,96;0,19;15,63;0,0;15,63;38,3;6240000,0;786922,05;4445744,8;3643640,71;3643640,71;13,34;81,09
6495;6495;34,51;15025,52;0,09;1,16;0,0;1,16;0,11;8,93;0,0;8,93;34,51;6240000,0;709009,63;4441610,18;3717575,02;3717575,02;13,34;81,09
6496;6496;35,64;16434,17;0,06;0,86;0,0;0,86;0,02;2,01;0,0;2,01;35,64;6240000,0;732385,16;4437475,56;3688656,23;3688656,23;13,34;81,09
6497;6497;41,33;18781,91;0,09;1,26;0,0;1,26;0,0;0,0;0,0;0,0;41,33;6240000,0;849250,79;4433340,93;3565308,23;3565308,23;13,34;81,09
6498;6498;43,99;21912,22;0,13;1,72;0,0;1,72;0,0;0,0;0,0;0,0;43,99;6240000,0;903793,68;4429206,31;3503500,4;3503500,4;13,34;81,09
6499;6499;40,95;23164,35;0,08;1,06;0,0;1,06;0,0;0,0;0,0;0,0;40,95;6240000,0;841464,94;4425071,68;3560442,39;3560442,39;13,34;81,09
6500;6500;37,54;22225,25;0,06;0,78;0,0;0,78;0,0;0,0;0,0;0,0;37,54;6240000,0;771338,37;4420937,06;3627373,43;3627373,43;13,34;81,09
6501;6501;34,13;20347,06;0,03;0,4;0,0;0,4;0,0;0,0;0,0;0,0;34,13;6240000,0;701217,79;4416802,44;3695237,58;3695237,58;13,34;81,09
6502;6502;30,71;17216,75;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,71;6240000,0;631097,21;4412667,81;3764353,86;3764353,86;13,34;81,09
6503;6503;27,3;12521,27;0,03;0,34;0,0;0,34;0,0;0,0;0,0;0,0;27,3;6240000,0;560974,83;4408533,19;3835037,09;3835037,09;13,34;81,09
6504;6504;24,65;10956,11;0,02;0,27;0,0;0,27;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4404398,56;3887006,92;3887006,92;13,34;81,09
6505;6505;24,27;7825,79;0,05;0,62;0,0;0,62;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;4400263,94;3893793,85;3893793,85;13,34;81,09
6506;6506;24,65;5947,6;0,09;1,26;0,0;1,26;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4396129,32;3883746,18;3883746,18;13,34;81,09
6507;6507;25,03;4695,48;0,15;1,96;0,0;1,96;0,0;0,0;0,0;0,0;25,03;6240000,0;514226,78;4391994,69;3873072,44;3873072,44;13,34;81,09
6508;6508;25,41;5947,6;0,15;1,96;0,0;1,96;0,0;0,0;0,0;0,0;25,41;6240000,0;522018,62;4387860,07;3859893,85;3859893,85;13,34;81,09
6509;6509;26,16;9077,92;0,13;1,72;0,0;1,72;0,01;0,6;0,0;0,6;26,16;6240000,0;537601,11;4383725,45;3837046,42;3837046,42;13,34;81,09
6510;6510;29,96;17373,26;0,08;1,06;0,0;1,06;0,03;2,61;0,0;2,61;29,96;6240000,0;615513,53;4379590,82;3746704,03;3746704,03;13,34;81,09
6511;6511;32,99;21599,19;0,03;0,46;0,0;0,46;0,06;4,78;0,0;4,78;32,99;6240000,0;677842,27;4375456,2;3676014,74;3676014,74;13,34;81,09
6512;6512;33,37;22694,8;0,05;0,62;0,0;0,62;0,11;9,31;0,0;9,31;33,37;6240000,0;685634,11;4371321,57;3662992,66;3662992,66;13,34;81,09
6513;6513;33,37;21129,64;0,09;1,26;0,0;1,26;0,21;16,83;0,0;16,83;33,37;6240000,0;685634,11;4367186,95;3660423,2;3660423,2;13,34;81,09
6514;6514;31,47;17999,33;0,14;1,84;0,0;1,84;0,26;21,35;0,0;21,35;31,47;6240000,0;646680,89;4363052,33;3698372,11;3698372,11;13,34;81,09
6515;6515;32,23;16121,14;0,18;2,4;0,0;2,4;0,33;26,65;0,0;26,65;32,23;6240000,0;662264,58;4358917,7;3680531,99;3680531,99;13,34;81,09
6516;6516;33,75;15495,07;0,19;2,55;0,0;2,55;0,32;25,88;0,0;25,88;33,75;6240000,0;693425,95;4354783,08;3645862,06;3645862,06;13,34;81,09
6517;6517;33,75;15338,56;0,18;2,4;0,0;2,4;0,26;20,71;0,0;20,71;33,75;6240000,0;693425,95;4350648,45;3641883,95;3641883,95;13,34;81,09
6518;6518;32,61;15182,04;0,12;1,6;0,0;1,6;0,19;15,08;0,0;15,08;32,61;6240000,0;670050,42;4346513,83;3661281,37;3661281,37;13,34;81,09
6519;6519;30,34;15025,52;0,06;0,78;0,0;0,78;0,1;8,24;0,0;8,24;30,34;6240000,0;623305,37;4342379,21;3704048,31;3704048,31;13,34;81,09
6520;6520;31,47;16434,17;0,03;0,34;0,0;0,34;0,02;1,58;0,0;1,58;31,47;6240000,0;646680,89;4338244,58;3675129,52;3675129,52;13,34;81,09
6521;6521;34,89;18781,91;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34,89;6240000,0;716801,47;4334109,96;3598526,58;3598526,58;13,34;81,09
6522;6522;37,92;21912,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;37,92;6240000,0;779130,21;4329975,34;3528932,9;3528932,9;13,34;81,09
6523;6523;40,57;23164,35;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;40,57;6240000,0;833673,1;4325840,71;3469003,26;3469003,26;13,34;81,09
6524;6524;39,82;22225,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;39,82;6240000,0;818089,42;4321706,09;3481391,41;3481391,41;13,34;81,09
6525;6525;34,13;20347,06;0,15;1,96;0,0;1,96;0,0;0,0;0,0;0,0;34,13;6240000,0;701217,79;4317571,46;3596006,61;3596006,61;13,34;81,09
6526;6526;30,71;17216,75;0,33;4,38;0,0;4,38;0,0;0,0;0,0;0,0;30,71;6240000,0;631097,21;4313436,84;3665122,88;3665122,88;13,34;81,09
6527;6527;27,3;12521,27;0,31;4,18;0,0;4,18;0,0;0,0;0,0;0,0;27,3;6240000,0;560974,83;4309302,22;3735806,11;3735806,11;13,34;81,09
6528;6528;25,41;10956,11;0,17;2,26;0,0;2,26;0,0;0,0;0,0;0,0;25,41;6240000,0;522018,62;4305167,59;3772192,86;3772192,86;13,34;81,09
6529;6529;25,03;7825,79;0,49;6,56;0,0;6,56;0,0;0,0;0,0;0,0;25,03;6240000,0;514226,78;4301032,97;3778980,4;3778980,4;13,34;81,09
6530;6530;24,65;5947,6;0,62;8,23;0,0;8,23;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4296898,35;3784515,2;3784515,2;13,34;81,09
6531;6531;24,65;4695,48;0,49;6,56;0,0;6,56;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4292763,72;3781632,71;3781632,71;13,34;81,09
6532;6532;25,03;5947,6;0,28;3,77;0,0;3,77;0,0;0,0;0,0;0,0;25,03;6240000,0;514226,78;4288629,1;3768454,71;3768454,71;13,34;81,09
6533;6533;25,03;9077,92;0,12;1,6;0,0;1,6;0,01;0,85;0,0;0,85;25,03;6240000,0;514226,78;4284494,47;3761189,77;3761189,77;13,34;81,09
6534;6534;25,41;17373,26;0,05;0,62;0,0;0,62;0,07;5,51;0,0;5,51;25,41;6240000,0;522018,62;4280359,85;3740967,97;3740967,97;13,34;81,09
6535;6535;26,92;21599,19;0,03;0,34;0,0;0,34;0,18;14,27;0,0;14,27;26,92;6240000,0;553183,59;4276225,23;3701442,45;3701442,45;13,34;81,09
6536;6536;26,92;22694,8;0,03;0,46;0,0;0,46;0,25;20,54;0,0;20,54;26,92;6240000,0;553183,59;4272090,6;3696212,21;3696212,21;13,34;81,09
6537;6537;27,3;21129,64;0,11;1,48;0,0;1,48;0,33;27,08;0,0;27,08;27,3;6240000,0;560974,83;4267955,98;3685851,5;3685851,5;13,34;81,09
6538;6538;26,54;17999,33;0,25;3,39;0,0;3,39;0,39;31,61;0,0;31,61;26,54;6240000,0;545392,35;4263821,35;3700429,68;3700429,68;13,34;81,09
6539;6539;25,79;16121,14;0,43;5,77;0,0;5,77;0,43;34,77;0,0;34,77;25,79;6240000,0;529809,86;4259686,73;3713755,73;3713755,73;13,34;81,09
6540;6540;25,41;15495,07;0,43;5,77;0,0;5,77;0,41;33,06;0,0;33,06;25,41;6240000,0;522018,62;4255552,11;3718038,41;3718038,41;13,34;81,09
6541;6541;26,54;15338,56;0,31;4,18;0,0;4,18;0,34;27,55;0,0;27,55;26,54;6240000,0;545392,35;4251417,48;3690686,58;3690686,58;13,34;81,09
6542;6542;26,92;15182,04;0,19;2,55;0,0;2,55;0,24;19,43;0,0;19,43;26,92;6240000,0;553183,59;4247282,86;3678917,23;3678917,23;13,34;81,09
6543;6543;28,06;15025,52;0,09;1,16;0,0;1,16;0,12;9,82;0,0;9,82;28,06;6240000,0;576557,32;4243148,24;3651565,39;3651565,39;13,34;81,09
6544;6544;29,2;16434,17;0,03;0,46;0,0;0,46;0,03;2,14;0,0;2,14;29,2;6240000,0;599929,84;4239013,61;3622649,6;3622649,6;13,34;81,09
6545;6545;38,68;18781,91;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,68;6240000,0;794713,9;4234878,99;3421383,19;3421383,19;13,34;81,09
6546;6546;40,95;21912,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;40,95;6240000,0;841464,94;4230744,36;3367367,2;3367367,2;13,34;81,09
6547;6547;39,44;23164,35;0,02;0,27;0,0;0,27;0,0;0,0;0,0;0,0;39,44;6240000,0;810297,58;4226609,74;3393147,81;3393147,81;13,34;81,09
6548;6548;36,02;22225,25;0,05;0,7;0,0;0,7;0,0;0,0;0,0;0,0;36,02;6240000,0;740177,0;4222475,12;3460072,86;3460072,86;13,34;81,09
6549;6549;32,99;20347,06;0,05;0,62;0,0;0,62;0,0;0,0;0,0;0,0;32,99;6240000,0;677842,27;4218340,49;3520151,16;3520151,16;13,34;81,09
6550;6550;28,82;17216,75;0,01;0,15;0,0;0,15;0,0;0,0;0,0;0,0;28,82;6240000,0;592140,4;4214205,87;3604848,72;3604848,72;13,34;81,09
6551;6551;25,41;12521,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,41;6240000,0;522018,62;4210071,24;3675531,35;3675531,35;13,34;81,09
6552;6552;23,84;10956,11;0,03;0,4;0,0;0,4;0,0;0,0;0,0;0,0;23,84;6240000,0;489894,06;4205936,62;3705086,45;3705086,45;13,34;81,09
6553;6553;24,62;7825,79;0,05;0,62;0,0;0,62;0,0;0,0;0,0;0,0;24,62;6240000,0;505956,04;4203139,42;3689357,58;3689357,58;13,34;81,09
6554;6554;26,58;5947,6;0,05;0,62;0,0;0,62;0,0;0,0;0,0;0,0;26,58;6240000,0;546111,59;4200342,21;3648283,02;3648283,02;13,34;81,09
6555;6555;29,71;4695,48;0,02;0,21;0,0;0,21;0,0;0,0;0,0;0,0;29,71;6240000,0;610358,92;4197545,01;3582490,61;3582490,61;13,34;81,09
6556;6556;33,22;5947,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33,22;6240000,0;682637,25;4194747,81;3506162,96;3506162,96;13,34;81,09
6557;6557;35,57;9077,92;0,0;0,0;0,0;0,0;0,01;0,94;0,0;0,94;35,57;6240000,0;730826,79;4191950,6;3452045,89;3452045,89;13,34;81,09
6558;6558;36,74;17373,26;0,0;0,0;0,0;0,0;0,04;3,25;0,0;3,25;36,74;6240000,0;754921,56;4189153,4;3416858,58;3416858,58;13,34;81,09
6559;6559;38,3;21599,19;0,0;0,0;0,0;0,0;0,07;5,55;0,0;5,55;38,3;6240000,0;787041,93;4186356,2;3377715,08;3377715,08;13,34;81,09
6560;6560;37,13;22694,8;0,0;0,0;0,0;0,0;0,1;8,37;0,0;8,37;37,13;6240000,0;762947,16;4183558,99;3397917,03;3397917,03;13,34;81,09
6561;6561;36,74;21129,64;0,05;0,62;0,0;0,62;0,15;12,0;0,0;12,0;36,74;6240000,0;754921,56;4180761,79;3404710,59;3404710,59;13,34;81,09
6562;6562;36,74;17999,33;0,13;1,72;0,0;1,72;0,2;16,02;0,0;16,02;36,74;6240000,0;754921,56;4177964,59;3405043,7;3405043,7;13,34;81,09
6563;6563;39,48;16121,14;0,2;2,7;0,0;2,7;0,23;18,32;0,0;18,32;39,48;6240000,0;811136,7;4175167,38;3347909,55;3347909,55;13,34;81,09
6564;6564;38,3;15495,07;0,22;2,87;0,0;2,87;0,21;16,91;0,0;16,91;38,3;6240000,0;787041,93;4172370,18;3369833,18;3369833,18;13,34;81,09
6565;6565;35,57;15338,56;0,2;2,7;0,0;2,7;0,17;13,58;0,0;13,58;35,57;6240000,0;730826,79;4169572,98;3423407,63;3423407,63;13,34;81,09
6566;6566;35,18;15182,04;0,15;1,96;0,0;1,96;0,12;9,4;0,0;9,4;35,18;6240000,0;722795,2;4166775,77;3428798,54;3428798,54;13,34;81,09
6567;6567;35,18;15025,52;0,06;0,78;0,0;0,78;0,07;5,34;0,0;5,34;35,18;6240000,0;722795,2;4163978,57;3426157,85;3426157,85;13,34;81,09
6568;6568;38,7;16434,17;0,0;0,0;0,0;0,0;0,02;1,37;0,0;1,37;38,7;6240000,0;795073,52;4161181,37;3349673,68;3349673,68;13,34;81,09
6569;6569;42,21;18781,91;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;42,21;6240000,0;867351,84;4158384,16;3272250,42;3272250,42;13,34;81,09
6570;6570;46,51;21912,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;46,51;6240000,0;955693,34;4155586,96;3177981,4;3177981,4;13,34;81,09
6571;6571;44,95;23164,35;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;44,95;6240000,0;923572,97;4152789,76;3206052,43;3206052,43;13,34;81,09
6572;6572;41,43;22225,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,43;6240000,0;851288,66;4149992,55;3276478,64;3276478,64;13,34;81,09
6573;6573;37,13;20347,06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;37,13;6240000,0;762947,16;4147195,35;3363901,13;3363901,13;13,34;81,09
6574;6574;33,61;17216,75;0,02;0,27;0,0;0,27;0,0;0,0;0,0;0,0;33,61;6240000,0;690668,84;4144398,15;3436512,56;3436512,56;13,34;81,09
6575;6575;25,02;12521,27;0,03;0,4;0,0;0,4;0,0;0,0;0,0;0,0;25,02;6240000,0;513987,03;4141600,94;3615092,64;3615092,64;13,34;81,09
6576;6576;24,23;10956,11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,23;6240000,0;497925,05;4138803,74;3629922,58;3629922,58;13,34;81,09
6577;6577;23,84;7825,79;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,84;6240000,0;489894,06;4136006,54;3638286,69;3638286,69;13,34;81,09
6578;6578;23,84;5947,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,84;6240000,0;489894,06;4133209,33;3637367,67;3637367,67;13,34;81,09
6579;6579;25,02;4695,48;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,02;6240000,0;513987,03;4130412,13;3611729,62;3611729,62;13,34;81,09
6580;6580;27,36;5947,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27,36;6240000,0;562173,58;4127614,93;3559493,75;3559493,75;13,34;81,09
6581;6581;30,49;9077,92;0,0;0,0;0,0;0,0;0,04;3,42;0,0;3,42;30,49;6240000,0;626422,11;4124817,72;3489317,7;3489317,7;13,34;81,09
6582;6582;34,0;17373,26;0,0;0,0;0,0;0,0;0,16;13,2;0,0;13,2;34,0;6240000,0;698700,43;4122020,52;3405946,83;3405946,83;13,34;81,09
6583;6583;36,74;21599,19;0,03;0,46;0,0;0,46;0,29;23,45;0,0;23,45;36,74;6240000,0;754921,56;4119223,32;3342702,57;3342702,57;13,34;81,09
6584;6584;37,52;22694,8;0,08;1,06;0,0;1,06;0,4;32,16;0,0;32,16;37,52;6240000,0;770978,75;4116426,11;3322752,56;3322752,56;13,34;81,09
6585;6585;38,7;21129,64;0,16;2,11;0,0;2,11;0,46;37,03;0,0;37,03;38,7;6240000,0;795073,52;4113628,91;3297425,75;3297425,75;13,34;81,09
6586;6586;37,52;17999,33;0,24;3,22;0,0;3,22;0,49;39,63;0,0;39,63;37,52;6240000,0;770978,75;4110831,71;3321853,63;3321853,63;13,34;81,09
6587;6587;36,74;16121,14;0,47;6,3;0,0;6,3;0,48;38,91;0,0;38,91;36,74;6240000,0;754921,56;4108034,5;3336991,81;3336991,81;13,34;81,09
6588;6588;38,7;15495,07;0,6;7,94;0,0;7,94;0,44;35,53;0,0;35,53;38,7;6240000,0;795073,52;4105237,3;3294668,71;3294668,71;13,34;81,09
6589;6589;39,87;15338,56;0,53;7,09;0,0;7,09;0,36;29,21;0,0;29,21;39,87;6240000,0;819168,29;4102440,1;3267933,25;3267933,25;13,34;81,09
6590;6590;37,91;15182,04;0,31;4,18;0,0;4,18;0,25;20,2;0,0;20,2;37,91;6240000,0;779010,34;4099642,89;3305450,52;3305450,52;13,34;81,09
6591;6591;34,79;15025,52;0,11;1,48;0,0;1,48;0,13;10,38;0,0;10,38;34,79;6240000,0;714763,61;4096845,69;3367056,56;3367056,56;13,34;81,09
6592;6592;39,09;16434,17;0,03;0,34;0,0;0,34;0,03;2,05;0,0;2,05;39,09;6240000,0;803105,11;4094048,49;3274509,21;3274509,21;13,34;81,09
6593;6593;46,12;18781,91;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;46,12;6240000,0;947661,75;4091251,28;3124807,63;3124807,63;13,34;81,09
6594;6594;44,56;21912,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;44,56;6240000,0;915541,38;4088454,08;3151000,47;3151000,47;13,34;81,09
6595;6595;42,21;23164,35;0,02;0,21;0,0;0,21;0,0;0,0;0,0;0,0;42,21;6240000,0;867351,84;4085656,88;3195140,69;3195140,69;13,34;81,09
6596;6596;36,74;22225,25;0,01;0,15;0,0;0,15;0,0;0,0;0,0;0,0;36,74;6240000,0;754921,56;4082859,67;3305712,86;3305712,86;13,34;81,09
6597;6597;33,22;20347,06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33,22;6240000,0;682637,25;4080062,47;3377078,16;3377078,16;13,34;81,09
6598;6598;29,71;17216,75;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,71;6240000,0;610358,92;4077265,27;3449689,6;3449689,6;13,34;81,09
6599;6599;25,02;12521,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,02;6240000,0;513987,03;4074468,06;3547959,76;3547959,76;13,34;81,09
6600;6600;24,62;10956,11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,62;6240000,0;505956,04;4071670,86;3554758,71;3554758,71;13,34;81,09
6601;6601;25,02;7825,79;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,02;6240000,0;513987,03;4068873,66;3547060,83;3547060,83;13,34;81,09
6602;6602;25,02;5947,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,02;6240000,0;513987,03;4066076,45;3546141,82;3546141,82;13,34;81,09
6603;6603;26,19;4695,48;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,19;6240000,0;538080,6;4063279,25;3520503,17;3520503,17;13,34;81,09
6604;6604;27,75;5947,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27,75;6240000,0;570204,57;4060482,05;3484329,88;3484329,88;13,34;81,09
6605;6605;29,31;9077,92;0,0;0,0;0,0;0,0;0,03;2,78;0,0;2,78;29,31;6240000,0;602327,33;4057684,84;3446279,59;3446279,59;13,34;81,09
6606;6606;31,27;17373,26;0,0;0,0;0,0;0,0;0,13;10,63;0,0;10,63;31,27;6240000,0;642485,29;4054887,64;3395029,09;3395029,09;13,34;81,09
6607;6607;35,18;21599,19;0,02;0,27;0,0;0,27;0,23;18,92;0,0;18,92;35,18;6240000,0;722795,2;4052090,44;3307696,05;3307696,05;13,34;81,09
6608;6608;38,3;22694,8;0,05;0,62;0,0;0,62;0,31;25,54;0,0;25,54;38,3;6240000,0;787041,93;4049293,23;3239556,5;3239556,5;13,34;81,09
6609;6609;39,48;21129,64;0,08;1,06;0,0;1,06;0,38;30,79;0,0;30,79;39,48;6240000,0;811136,7;4046496,03;3214229,69;3214229,69;13,34;81,09
6610;6610;37,52;17999,33;0,12;1,6;0,0;1,6;0,4;32,2;0,0;32,2;37,52;6240000,0;770978,75;4043698,83;3254720,75;3254720,75;13,34;81,09
6611;6611;39,09;16121,14;0,28;3,77;0,0;3,77;0,38;31,09;0,0;31,09;39,09;6240000,0;803105,11;4040901,62;3221675,38;3221675,38;13,34;81,09
6612;6612;40,26;15495,07;0,41;5,53;0,0;5,53;0,35;28,36;0,0;28,36;40,26;6240000,0;827199,88;4038104,42;3195409,47;3195409,47;13,34;81,09
6613;6613;39,48;15338,56;0,45;6,03;0,0;6,03;0,29;23,15;0,0;23,15;39,48;6240000,0;811136,7;4035307,22;3208831,96;3208831,96;13,34;81,09
6614;6614;38,7;15182,04;0,4;5,3;0,0;5,3;0,2;16,27;0,0;16,27;38,7;6240000,0;795073,52;4032510,01;3222254,45;3222254,45;13,34;81,09
6615;6615;35,57;15025,52;0,3;3,97;0,0;3,97;0,11;8,54;0,0;8,54;35,57;6240000,0;730826,79;4029712,81;3283860,5;3283860,5;13,34;81,09
6616;6616;39,09;16434,17;0,2;2,7;0,0;2,7;0,02;1,75;0,0;1,75;39,09;6240000,0;803105,11;4026915,61;3207376,33;3207376,33;13,34;81,09
6617;6617;44,17;18781,91;0,13;1,72;0,0;1,72;0,0;0,0;0,0;0,0;44,17;6240000,0;907509,79;4024118,4;3097826,71;3097826,71;13,34;81,09
6618;6618;45,73;21912,22;0,06;0,78;0,0;0,78;0,0;0,0;0,0;0,0;45,73;6240000,0;939630,16;4021321,2;3059778,82;3059778,82;13,34;81,09
6619;6619;41,04;23164,35;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,04;6240000,0;843263,06;4018524,0;3152096,58;3152096,58;13,34;81,09
6620;6620;37,13;22225,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;37,13;6240000,0;762947,16;4015726,79;3230554,38;3230554,38;13,34;81,09
6621;6621;33,61;20347,06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33,61;6240000,0;690668,84;4012929,59;3301913,69;3301913,69;13,34;81,09
6622;6622;29,31;17216,75;0,06;0,78;0,0;0,78;0,0;0,0;0,0;0,0;29,31;6240000,0;602327,33;4010132,39;3390588,31;3390588,31;13,34;81,09
6623;6623;25,8;12521,27;0,09;1,16;0,0;1,16;0,0;0,0;0,0;0,0;25,8;6240000,0;530049,61;4007335,18;3464764,3;3464764,3;13,34;81,09
6624;6624;25,41;10956,11;0,03;0,34;0,0;0,34;0,0;0,0;0,0;0,0;25,41;6240000,0;522018,62;4004537,98;3471563,25;3471563,25;13,34;81,09
6625;6625;25,02;7825,79;0,03;0,4;0,0;0,4;0,0;0,0;0,0;0,0;25,02;6240000,0;513987,03;4001740,78;3479927,95;3479927,95;13,34;81,09
6626;6626;25,41;5947,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,41;6240000,0;522018,62;3998943,57;3470977,35;3470977,35;13,34;81,09
6627;6627;25,8;4695,48;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,8;6240000,0;530049,61;3996146,37;3461401,28;3461401,28;13,34;81,09
